VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DESTINATION,Unnamed: 13,Unnamed: 14
Panamax Applause,9161479,Bulk Carrier,35885,1997,Cyprus,Cyprus Maritime Company Limited ,Greece,Cyprus Maritime Company Limited ,Keen Marine Company Limited ,Cyprus,2015-11-12 00:00:00,Gadani,Pakistan,2016-02-07 00:00:00
Cape Canada,9116565,Bulk Carrier,87803,1996,Cyprus,Cyprus Sea Lines Company Limited ,Greece,Cyprus Sea Lines Company Limited ,Cape Canada Marine Company ,Marshall Islands,2015-12-28 00:00:00,Alang,India,2016-01-09 00:00:00
Cape Olive,9125451,Bulk Carrier,85663,1996,Cyprus,Cyprus Sea Lines Company Limited ,Greece,Cyprus Sea Lines Company Limited ,Bardin Marine Company Limited ,Cyprus,2016-01-20 00:00:00,Gadani,Pakistan,2016-02-03 00:00:00
Federal,9065625,Fully Cellular Containership,51841,1994,Cyprus,Danaos Corporation ,Greece,Danaos Shipping Company Limited ,Federal Marine Incorporated ,Liberia,2015-12-23 00:00:00,Alang,India,2016-01-10 00:00:00
Thermaikos,9114189,Fully Cellular Containership,19147,1996,Cyprus,Dioryx Maritime Corporation ,Greece,Dioryx Maritime Corporation ,Nireus Navigation Company Limited ,Cyprus,2015-12-17 00:00:00,Alang,India,2016-01-10 00:00:00
Dorikos,9114191,Fully Cellular Containership,19147,1996,Cyprus,Dioryx Maritime Corporation ,Greece,Dioryx Maritime Corporation ,Dorikos Navigation Company Limited ,Cyprus,2015-12-17 00:00:00,Alang,India,2016-01-09 00:00:00
Agios Emilianos,8802935,Bulk Carrier,36573,1989,Cyprus,Ilios Shipping Company S.A. ,Greece,Ilios Shipping Company S.A. ,Watervale Marine Company Limited ,Cyprus,2016-02-12 00:00:00,Alang,India,2016-02-24 00:00:00
Gallant John,8812708,Bulk Carrier,36493,1989,Cyprus,P.& P. Shipping Company (Hellas) S.A. ,Greece,P.& P. Shipping Company (Hellas) S.A. ,Malimer Shipping Company Limited ,Cyprus,2016-01-20 00:00:00,Alang,India,2016-02-27 00:00:00
Hawk,9104483,Bulk Carrier,26122,1994,Cyprus,Ranger Marine S.A. ,Greece,Ranger Marine S.A. ,Evelina Marine Limited,Cyprus,2016-12-02 00:00:00,Chittagong,Bangladesh,2016-12-25 00:00:00
Tolmi,8117615,Bulk Carrier,21305,1989,Greece,D.N. Efthymiou Group  ,Greece,D. Efthymiou Shipping S.A.  ,Westdene Maritime Limited  ,Isle of Man,2016-05-11 00:00:00,Alang,India,2016-06-11 00:00:00
Jetferry 1,9111709,Roll On Roll Off,2336,1995,Greece,G.A. Ferries S.A. ,Greece,G.A. Ferries S.A. ,Ionion Pelagos (Hellas) Shipping Company ,Greece,2015-05-31 00:00:00,Aliaga,Turkey,2016-01-27 00:00:00
Alpha Friendship,9123374,Bulk Carrier,81140,1996,Greece,Kanellakis group of companies ,Greece,Alpha Bulkers Shipmanagement Incorporated ,Prescott Shipping Incorporated ,Liberia,2016-01-07 00:00:00,Chittagong,Bangladesh,2016-01-30 00:00:00
Alpha Flame ,9185774,Bulk Carrier,38852,1999,Greece,Kanellakis group of companies  ,Greece,Alpha Bulkers Shipmanagement Incorporated  ,Flame Special Maritime Enterprise E.N.E.  ,Greece,2016-04-14 00:00:00,Gadani,Pakistan,2016-04-23 00:00:00
Anatoli,9138941,Bulk Carrier,27566,1998,Greece,Marmaras Navigation Limited  ,Greece,Marmaras Navigation Limited  ,Anatoliki-Special Maritime Enterprise  ,Greece,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-23 00:00:00
Samjohn Spirit ,9074676,Bulk Carrier,38077,1994,Greece,Samonas family  ,Greece,John Samonas & Sons Limited ,Toxotis Shipping Company E.N.E.  ,Cayman Islands,2016-02-08 00:00:00,Gadani,Pakistan,2016-02-19 00:00:00
Efstratios,7726940,General Cargo With Container Capacity,2579,1978,Greece,Sea Current Shipping Company Limited ,Greece,Sea Current Shipping Company Limited ,Sea Current Shipping Company Limited ,Greece,2016-12-15 00:00:00,Aliaga,Turkey,2016-12-19 00:00:00
Anangel Eternity,9176644,Bulk Carrier,86600,1999,Greece,The Angelicoussis Group  ,Greece,Anangel Maritime Services Incorporated  ,Anangel Eternity Shipping Inc  ,Marshall Islands,2016-05-12 00:00:00,Chittagong,Bangladesh,2016-07-14 00:00:00
New Smart,9139983,Bulk Carrier,36604,1996,Hong Kong,New Shipping Limited ,Greece,New Shipping Limited ,Silver Express Shipping Limited ,Hong Kong,2015-12-03 00:00:00,Gadani,Pakistan,2015-12-24 00:00:00
Energy Ranger,9117325,Bulk Carrier,26330,1996,Isle of Man,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Verizon Marine Limited  ,Greece,2016-04-07 00:00:00,Gadani,Pakistan,2016-04-23 00:00:00
Iron Baron,9169249,Bulk Carrier,88385,1999,Isle of Man,Enterprises Shipping & Trading S.A.  ,Greece,Enterprises Shipping & Trading S.A.  ,Compagnie d'Investissments Belvedere S.A. ,British Virgin Islands,2016-05-14 00:00:00,Chittagong,Bangladesh,2016-05-28 00:00:00
Araevo,9009009,Tanker,18625,1991,Liberia,Aegean Marine Petroleum S.A. ,Greece,Aegean Shipping Management S.A. ,Jasper (M.I.) Navigation S.A. ,Liberia,2015-10-20 00:00:00,Gadani,Pakistan,2015-12-01 00:00:00
Dona Zoitsa,9081784,Bulk Carrier,36074,1995,Liberia,Arion Shipping Limited ,Greece,Arion Shipping Limited ,Tresoro Marine Company ,Liberia,2015-12-03 00:00:00,Gadani,Pakistan,2016-02-13 00:00:00
Sea Fortune,9141974,Bulk Carrier,38775,1996,Liberia,Athenian Ship Management Incorporated ,Greece,Athenian Ship Management Incorporated ,Excelsior Navigation Company Limited ,Liberia,2015-12-28 00:00:00,Alang,India,2016-01-08 00:00:00
Steel Wisdom,9071571,Bulk Carrier,27011,1995,Liberia,Dianik Bross Shipping Corporation S.A. ,Greece,Dianik Bross Shipping Corporation S.A. ,Steelships One LLC ,Liberia,2016-01-20 00:00:00,Alang,India,2016-02-06 00:00:00
Megas ,9138082,Bulk Carrier,39963,1997,Liberia,Epaminondas G. Logothetis  ,Greece,Karlog Shipping Company Limited  ,Megas Shipping Company S.A.  ,Liberia,2016-05-16 00:00:00,Gadani,Pakistan,2016-05-24 00:00:00
EM Ithaki,9178537,Fully Cellular Containership,25497,1999,Liberia,Euroseas Limited ,Greece,Eurobulk Limited ,Hull 2 Shipping Limited ,Marshall Islands,2016-02-08 00:00:00,Alang,India,2016-03-25 00:00:00
Netherlands,9143075,Fully Cellular Containership,66086,1997,Liberia,George Youroukos group of companies ,Greece,Poseidon Containers Holdings Corporation ,Kronos Marine LLC ,Marshall Islands,2016-02-15 00:00:00,Alang,India,2016-03-10 00:00:00
Singapore,9143063,Fully Cellular Containership,66086,1997,Liberia,George Youroukos group of companies ,Greece,Poseidon Containers Holdings Corporation ,Rea Marine LLC ,Hong Kong,2015-12-23 00:00:00,Chittagong,Bangladesh,2016-02-01 00:00:00
Mamitsa,9121259,Fully Cellular Containership,31131,1996,Liberia,George Youroukos group of companies  ,Greece,Poseidon Containers Holdings Corporation  ,Pisti Shipping SA ,Marshall Islands,2016-09-04 00:00:00,Alang,India,2016-09-17 00:00:00
Areti,8315023,Bulk Carrier,49908,1985,Liberia,Kon-Quest S.A. ,Greece,Kon-Quest S.A. ,Areti Incorporated ,Liberia,2015-12-03 00:00:00,Gadani,Pakistan,2015-12-17 00:00:00
Eirini L.,8318893,Bulk Carrier,22316,1984,Liberia,Lomar Shipping & Management Incorporated ,Greece,Lomar Shipping & Management Incorporated ,Mulberry Shipholding S.A. ,Panama,2015-12-03 00:00:00,Gadani,Pakistan,2015-12-16 00:00:00
Oriental,9127629,Bulk Carrier,26322,1997,Liberia,Marmaras Navigation Limited  ,Greece,Marmaras Navigation Limited  ,Amante Company Incorporated  ,Liberia,2016-04-14 00:00:00,Chittagong,Bangladesh,2016-07-24 00:00:00
Ocean Hope,9147617,General Cargo With Container Capacity,19354,1996,Liberia,Oceanfleet Shipping Limited ,Greece,Oceanfleet Shipping Limited ,Oceanic Illsabe Limited  ,Greece,2016-05-12 00:00:00,Chittagong,Bangladesh,2016-05-30 00:00:00
Oceanqueen,9074779,Bulk Carrier,25676,1994,Liberia,Oceanmaris Management Incorporated ,Greece,Oceanstar Management Incorporated ,Vilara Maritime Company Limited ,Liberia,2015-01-21 00:00:00,Alang,India,2016-01-28 00:00:00
Oceanprince,9195286,Bulk Carrier,29688,1999,Liberia,Oceanmaris Management Incorporated  ,Greece,Oceanstar Management Incorporated  ,Red Sunrise Maritime Company Limited  ,Liberia,2016-04-16 00:00:00,Alang,India,2016-04-26 00:00:00
Oceanking ,9074834,Bulk Carrier,25676,1995,Liberia,Oceanmaris Management Incorporated  ,Greece,Oceanmaris Management Incorporated  ,Glitsa Maritime Company Limited  ,Bahamas,2016-06-06 00:00:00,Gadani,Pakistan,2016-06-17 00:00:00
Bravo John,9162021,Bulk Carrier,37663,1997,Liberia,P.& P. Shipping Company (Hellas) S.A. ,Greece,P.& P. Shipping Company (Hellas) S.A. ,Porto Leone Navigation S.A. ,Liberia,2016-01-20 00:00:00,Alang,India,2016-02-08 00:00:00
Jens Warrior,9174658,Bulk Carrier,86192,1999,Liberia,Polembros Shipping Limited  ,Greece,Polembros Shipping Limited  ,Downtown Investment Corporation  ,Liberia,2016-04-04 00:00:00,Gadani,Pakistan,2016-05-07 00:00:00
Agia Markella,9122849,Bulk Carrier,37808,1996,Liberia,Samios Shipping Company S.A. ,Greece,Samios Shipping Company S.A. ,Sigma Crude Carriers S.A. ,Greece,2016-11-03 00:00:00,Chittagong,Bangladesh,2016-11-20 00:00:00
Alianca Sky,9128441,Bulk Carrier,25190,1997,Liberia,Samos (Island) Maritime Company Limited ,Greece,Samos (Island) Maritime Company Limited ,Arlen Carrier Co ,Greece,2016-10-02 00:00:00,Gadani,Pakistan,2016-10-04 00:00:00
Dona Maria,8101941,Bulk Carrier With Container Capacity,17949,1983,Liberia,Tattos Family ,Greece,Narval Shipping Corporation ,Oceanfreight Maritime Limited ,Greece,2016-01-14 00:00:00,Alang,India,2016-02-06 00:00:00
Giorgos B. ,9100293,Bulk Carrier  ,26062,1994,Malta,A.B. Maritime Incorporated ,Greece,A.B. Maritime Incorporated ,Giorgos B. Maritime Limited ,Malta,2016-11-06 00:00:00,Gadani,Pakistan,2016-12-13 00:00:00
Gant Vision,9047049,Bulk Carrier,25899,1992,Malta,Anthony Giavridis Maritime Incorporated ,Greece,Anthony Giavridis Maritime Incorporated ,Sifnadros Carrier Limited ,Greece,2016-02-03 00:00:00,Alang,India,2016-02-20 00:00:00
Sea Lord,9105231,Bulk Carrier,35884,1995,Malta,Athenian Ship Management Incorporated ,Greece,Athenian Ship Management Incorporated ,Melia Shipholding SA ,Malta,2016-03-05 00:00:00,Alang,India,2016-03-24 00:00:00
Captain Evangelos N.M.,9122851,Bulk Carrier,37808,1997,Malta,Chian Spirit Maritime Enterprises Incorporated ,Greece,Chian Spirit Maritime Enterprises Incorporated ,Lucky Julio S.A. ,Marshall Islands,2016-01-20 00:00:00,Alang,India,2016-02-12 00:00:00
Eirini K.,9083811,Bulk Carrier,24533,1996,Malta,JME Navigation S.A. ,Greece,JME Navigation S.A. ,NMK Shipping Limited ,Marshall Islands,2016-02-12 00:00:00,Alang,India,2016-03-08 00:00:00
Romanos,9110353,Bulk Carrier,25498,1995,Malta,Nikator Navigation S.A.  ,Greece,Nikator Navigation S.A.  ,Romanos Maritime Limited  ,Malta,2016-05-12 00:00:00,Chittagong,Bangladesh,2016-05-21 00:00:00
Assimina,9145669,Bulk Carrier,37707,1997,Malta,PL Shipping Company  ,Greece,PL Shipping Company  ,Supreme Maritime Limited  ,Malta,2016-05-26 00:00:00,Chittagong,Bangladesh,2016-06-07 00:00:00
Balthazar,9161730,Bulk Carrier,38878,1997,Marshall Islands,A.M. Nomikos Transworld Maritime Agencies S.A.,Greece,A.M. Nomikos Transworld Maritime Agencies S.A.,Balthazar Navigation Incorported ,Greece,2015-12-10 00:00:00,Chittagong,Bangladesh,2016-01-13 00:00:00
Suerte,9081100,Bulk Carrier,39027,1995,Marshall Islands,Alexandria Shipping S.A.  ,Greece,Alexandria Shipping S.A.  ,Bonalma Marine Incorporated  ,Marshall Islands,2016-03-11 00:00:00,Gadani,Pakistan,2016-03-24 00:00:00
Hanjin Malta,9021679,Fully Cellular Containership,51299,1993,Marshall Islands,Diana Shipping Incorporated ,Greece,Diana Shipping Incorporated ,Nauru Shipping Company Incorporated ,Greece,2016-02-18 00:00:00,Chittagong,Bangladesh,2016-03-13 00:00:00
Japan,9102306,Fully Cellular Containership,66046,1996,Marshall Islands,George Youroukos group of companies  ,Greece,Poseidon Containers Holdings Corporation  ,Platon Marine LLC  ,Marshall Islands,2016-04-10 00:00:00,Chittagong,Bangladesh,2016-04-25 00:00:00
Britain,9102318,Fully Cellular Containership,66046,1996,Marshall Islands,George Youroukos group of companies  ,Greece,Poseidon Containers Holdings Corporation  ,Socrates Marine LLC  ,Marshall Islands,2016-05-14 00:00:00,Chittagong,Bangladesh,2016-05-18 00:00:00
Adventure,8817655,Product Tanker,23967,1991,Marshall Islands,J. Laliotis Maritime Group ,Greece,Sea World Management & Trading Incorporated  ,Kassiopi Maritime Company Limited  ,Marshall Islands,2016-05-02 00:00:00,Alang,India,2016-06-09 00:00:00
Argosy,8817667,Product Tanker,23967,1991,Marshall Islands,J. Laliotis Maritime Group ,Greece,Sea World Management & Trading Incorporated  ,Arctos Shipping Company Limited  ,Marshall Islands,2016-04-14 00:00:00,Gadani,Pakistan,2016-07-21 00:00:00
Trident Navigator,9206073,Bulk Carrier,38802,2006,Marshall Islands,Marine Managers Limited ,Greece,Marine Managers Limited ,Homeland Maritime Limited  ,Marshall Islands,2016-03-17 00:00:00,Gadani,Pakistan,2016-04-18 00:00:00
Gaspar,9122667,Bulk Carrier,38995,1997,Marshall Islands,Nomikos Family ,Greece,A.M. Nomikos Transworld Maritime Agencies S.A. ,Gaspar Navigation Incorporated ,Marshall Islands,2016-10-11 00:00:00,Gadani,Pakistan,2016-10-21 00:00:00
Tektoneos,9047063,Bulk Carrier,25899,1993,Marshall Islands,Odysea Carriers S.A.  ,Greece,Odysea Carriers S.A.  ,Empress Marine Company  ,Marshall Islands,2016-03-25 00:00:00,Gadani,Pakistan,2016-04-02 00:00:00
Captain Costas ,8919001,Fully Cellular Containership,21053,1992,Marshall Islands,Pittas Family  ,Greece,Eurobulk Limited ,Eternity Shipping Company  ,Marshall Islands,2016-05-02 00:00:00,Alang,India,2016-05-10 00:00:00
My Angel,9152416,Bulk Carrier,38194,1997,Marshall Islands,Prosperity Bay Shipping Company Limited ,Greece,Prosperity Bay Shipping Company Limited ,Mastag Shipping Corporation ,Marshall Islands,2016-03-07 00:00:00,Alang,India,2016-03-24 00:00:00
Star Despoina,9172208,Bulk Carrier,85906,1999,Marshall Islands,Star Bulk Carriers Corporation ,Greece,Star Bulk Management Incorporated ,Lowlands Beilun Shipco LLC ,Marshall Islands,2016-12-02 00:00:00,Chittagong,Bangladesh,2016-12-12 00:00:00
Star Monisha,9212101,Bulk Carrier,85957,2001,Marshall Islands,Star Bulk Carriers Corporation  ,Greece,Star Bulk Management Incorporated  ,Star Trident VI LLC  ,Marshall Islands,2016-07-28 00:00:00,Chittagong,Bangladesh,2016-08-21 00:00:00
New Fortune,9082946,Bulk Carrier,26136,1994,Marshall Islands,Transmar Shipping Company S.A. ,Greece,Transmar Shipping Company S.A. ,Ray Sea S.A. ,Panama,2016-02-18 00:00:00,Alang,India,2016-03-10 00:00:00
Tronica,9087271,Bulk Carrier,39017,1995,Niue,Kassian Maritime Navigation Agency Limited ,Greece,Kassian Maritime Navigation Agency Limited ,Angelex Limited ,Malta,2015-12-10 00:00:00,Chittagong,Bangladesh,2016-01-23 00:00:00
Espina,9034339,Bulk Carrier,36438,1993,Palau,Fafalios Family  ,Greece,Fafalios Family  ,Lavender International S.A.  ,Liberia,2016-07-21 00:00:00,Alang,India,2016-08-02 00:00:00
Azizeh,8511598,General Cargo With Container Capacity,7580,1986,Palau,Nereide Marine S.A. ,Greece,Nereide Marine S.A. ,Alice Seaways Incorporated ,Greece,2016-01-31 00:00:00,Alang,India,2016-02-16 00:00:00
Alo,9105243,Bulk Carrier  ,35884,1994,Palau,Odysea Carriers S.A. ,Greece,Odysea Carriers S.A. ,Floral Shipping Limited ,Marshall Islands,2016-11-10 00:00:00,Gadani,Pakistan,2016-12-08 00:00:00
Aquamarine,7719595,Reefer,2754,1979,Palau,Odyssey Investments Company Limited ,Greece,Odyssey Investments Company Limited ,Sandwell Shipping Company Limited ,Cyprus,2016-09-02 00:00:00,Aliaga,Turkey,2016-09-11 00:00:00
Mighty Michalis,9086710,Bulk Carrier,38137,1995,Panama,Arion Shipping Limited ,Greece,Arion Shipping Limited ,Charisma Maritime Corporation S.A. ,Panama,2016-01-07 00:00:00,Alang,India,2016-01-22 00:00:00
Mighty Christos,9134995,Bulk Carrier,37759,1997,Panama,Arion Shipping Limited ,Greece,Arion Shipping Limited ,Maxim Shipholding Incorporated ,Marshall Islands,2016-01-20 00:00:00,Gadani,Pakistan,2016-02-03 00:00:00
Mighty Pleiades ,9172533,Bulk Carrier,35878,1997,Panama,Arion Shipping Limited  ,Greece,Arion Shipping Limited  ,Uranus Maritime S.A.  ,Marshall Islands,2016-03-02 00:00:00,Gadani,Pakistan,2016-03-19 00:00:00
Ardent,9169809,General Cargo With Container Capacity,6714,1997,Panama,Ariston Navigation Corporation  ,Greece,Ariston Navigation Corporation  ,Pandemonium Shipping Company Limited  ,Bahamas,2016-04-16 00:00:00,Alang,India,2016-04-27 00:00:00
Blue Eternity,9087647,Bulk Carrier,26064,1994,Panama,Ariston Shipping Investment Company ,Greece,Rev Maritime Limited ,Syra Navigation Limited ,Marshall Islands,2016-11-18 00:00:00,Chittagong,Bangladesh,2016-12-07 00:00:00
Stark,8221442,Bulk Carrier,35744,1984,Panama,Ark Shipping S.A. ,Greece,Ark Shipping S.A. ,Govinda Navigation Limited ,Greece,2016-02-06 00:00:00,Alang,India,2016-02-19 00:00:00
Gas Suez,7422221,Liquefied Petroleum Gas Carrier,16340,1978,Panama,Benelux Overseas Incorporated  ,Greece,Benelux Overseas Incorporated  ,Gas Suez Shipping Company Limited  ,Greece,2016-07-12 00:00:00,Alang,India,2016-07-31 00:00:00
Marimar Gas,7924035,Liquid Petroleum Gas Carrier,14102,1981,Panama,Benelux Overseas Incorporated  ,Greece,Benelux Overseas Incorporated  ,Marimar Shipping SA  ,Greece,2016-04-28 00:00:00,Alang,India,2016-06-03 00:00:00
Blue Phoenix I ,9134816,Bulk Carrier,13781,1998,Panama,Blue Shipmanagement Corporation  ,Greece,Blue Shipmanagement Corporation  ,LML Shipping SA  ,Marshall Islands,2016-04-02 00:00:00,Chittagong,Bangladesh,2016-04-17 00:00:00
Ocean Armonia,8407515,Bulk Carrier,22089,1985,Panama,Cassiopeia Seaway Incorporated ,Greece,Cassiopeia Seaway Incorporated ,Acantha Maritime Incorporated ,Liberia,2016-10-05 00:00:00,Alang,India,2016-10-18 00:00:00
Frio Pacific ,8324244,Reefer,6117,1984,Panama,Laskaridis Family  ,Greece,JSC Riga Transport Fleet  ,Naval Commander S.A.  ,Greece,2016-03-31 00:00:00,Alang,India,2016-04-21 00:00:00
Frio Atlantic,8911487,Reefer,6420,1991,Panama,Laskaridis Family  ,Greece,Lavinia Corporation Limited  ,Sea Global Marine S.A.  ,Panama,2016-07-12 00:00:00,Alang,India,2016-08-26 00:00:00
Arktis,9116137,Bulk Carrier,18070,1996,Panama,Pendulum Shipmanagement Incorporated   ,Greece,Pendulum Shipmanagement Incorporated   ,Javelin Shipping Incorporated  ,Panama,2016-04-14 00:00:00,Gadani,Pakistan,2016-04-27 00:00:00
Agios Nikolas,8306802,Bulk Carrier,16985,1984,Panama,Phoenix Shipholding Corporation ,Greece,Phoenix Shipholding Corporation ,Octagon Finance Corporation ,Liberia,2016-01-20 00:00:00,Alang,India,2016-02-21 00:00:00
New Leon,9108283,Bulk Carrier,88242,1995,Panama,Polembros Shipping Limited ,Greece,Polembros Shipping Limited ,Silverstone Enterprises Corporation ,Liberia,2016-02-08 00:00:00,Chittagong,Bangladesh,2016-02-16 00:00:00
New Katerina,9138953,Bulk Carrier,85590,1997,Panama,Polembros Shipping Limited ,Greece,Polembros Shipping Limited ,Olympus Venture Incorporated ,Liberia,2016-10-20 00:00:00,Gadani,Pakistan,2016-11-09 00:00:00
Kythnos Warrior ,9121924,Bulk Carrier,37623,1996,Panama,Polembros Shipping Limited  ,Greece,Polembros Shipping Limited  ,Polembros Shipping Limited  ,Greece,2016-03-03 00:00:00,Chittagong,Bangladesh,2016-05-24 00:00:00
Zen Vibe,8002781,General Cargo,3720,1981,Panama,San Nikolla Shipmanagement S.A. ,Greece,San Nikolla Shipmanagement S.A. ,Med Services SH P.K. ,Marshall Islands,2016-12-26 00:00:00,Aliaga,Turkey,2016-12-31 00:00:00
Alba,8618786,Combined Chemical And Oil Tanker,24653,1987,Panama,Val Enterprises S.A.  ,Greece,Val Enterprises S.A.  ,Belda Shipping S.A.  ,Liberia,2016-05-26 00:00:00,Gadani,Pakistan,2016-05-28 00:00:00
Adela ,8122464,Product Tanker,12616,1982,Panama,Val Enterprises S.A.  ,Greece,Val Enterprises S.A.  ,Adena Maritime S.A.  ,Marshall Islands,2016-05-05 00:00:00,Gadani,Pakistan,2016-05-12 00:00:00
Green Arrow,8313063,Bulk Carrier,15612,1985,Sierra Leone,Strand Management S.A. ,Greece,Strand Management S.A. ,Gulfwind Shipholding S.A. ,Marshall Islands,2016-09-18 00:00:00,Aliaga,Turkey,2016-09-30 00:00:00
Annoula K.,8715015,Bulk Carrier,36781,1989,Sierra Leone,Unimed Navigation S.A. ,Greece,Unimed Navigation S.A. ,Mary K Shipping Company S.A. ,Romania,2016-01-18 00:00:00,Gadani,Pakistan,2016-01-30 00:00:00
Box 1,9108178,Fully Cellular Containership,5344,1996,St. Kitts-Nevis,Box Ships Incorporated  ,Greece,Box Ships Incorporated  ,Rosetta Navigation Corporation Limited  ,Hong Kong,2016-08-25 00:00:00,Gadani,Pakistan,2016-08-30 00:00:00
Box 2,9108166,Fully Cellular Containership,66046,1995,St. Kitts-Nevis,Box Ships Incorporated  ,Greece,Box Ships Incorporated  ,Triton Shipping Limited  ,Hong Kong,2016-08-20 00:00:00,Gadani,Pakistan,2016-08-29 00:00:00
Aqua,9120968,Bulk Carrier,85315,1997,St. Kitts-Nevis,Coronis Shipping Company Limited ,Greece,Carras (Hellas) Limited ,Isabella Shipowner S.A. ,Panama,2015-12-18 00:00:00,Chittagong,Bangladesh,2016-02-02 00:00:00
Kar ,8906731,Fully Cellular Containership,37209,1991,St. Kitts-Nevis,Costamare Incorporated  ,Greece,Costamare Shipping Company S.A.  ,Edith Shipping Company  ,Liberia,2016-08-16 00:00:00,Chittagong,Bangladesh,2016-08-22 00:00:00
