VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,FLAG,Unnamed: 7,NAME,OWNERSHIP,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,DESTINATION,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
HROTTO,7422001,Pipe Layer Crane Vessel,33862,26941,1976,Bahamas,,Castoro Otto,SAIPEM SpA,Italy,Saipem Contracting Netherlands,Snamprogetti Saudi Arabia,Saudi Arabia,Alang,India,2019-06-01 00:00:00,,
YODA,8618607,Patrol Vessel,1299,1426,1988,Palau,Japan,Chiyoda,Banyo Jitsugyo KK,Japan,Banyo Jitsugyo KK,Banyo Jitsugyo KK,Japan,Alang,India,2019-06-01 00:00:00,,
INNO,8508905,Vehicles Carrier,34960,11064,1987,Comoros,Panama,Innovator,Globex Corp,Japan,Yokohama Marine & Merchant,Carim Maritime SA,Panama,Chittagong,Bangladesh,2019-12-01 00:00:00,,
ZEARTH,9106663,Crude Oil Tanker,148362,38298,1995,Panama,,Super Zearth,Idemitsu Kosan,Japan,Idemitsu Tanker Co Ltd,Zearth Tanker Corp,Panama,Alang,India,2019-06-01 00:00:00,,
SAGA,8751629,"Platform, Jack-Up (Self-Elev.)",6060,7068,1981,Comoros,Panama,Sagadril-2,Japan Drilling Co Ltd,Japan,Japan Drilling Co Ltd,Sagadril 2,Panama,Alang,India,2019-01-01 00:00:00,,
AL-DOHA,8751631,"Drilling Rig, jack up",6006,6897,1981,Palau,Liberia,Gulf-1,Japan Drilling Co Ltd,Japan,Gulf Drilling International,Gulf Drilling International,Qatar,Alang,India,2019-04-01 00:00:00,,
ESPO,9124251,Molten Sulphur Tanker,2976,1887,1995,Comoros,Panama,Sulphur Espoir,Kokuka Sangyo Co Ltd,Japan,Kokuka Sangyo Co Ltd,KSK Panama Corp,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00,,
PEARL ACE,9051818,Vehicles Carrier,45796,12584,1994,Panama,,,Masumoto Shipping Co Ltd,Japan,Mitsui OSK Lines Ltd,Prosper World Marine Co Ltd,Liberia,Alang,India,2019-04-01 00:00:00,,
JB 88,9072862,Molten Sulphur Tanker,2283,1592,1993,Belize,Panama,,Mitsui & Company Limited,Japan,Daiichi Tanker Co Ltd,DT Chemical SA,Panama,Chittagong,Bangladesh,2019-09-01 00:00:00,,
AKOMAR,9154048,Ro-Ro Cargo Ship,8015,6127,1997,Belize,Japan,Miyako Maru,Mitsui O.S.K. Lines Limited (MOL) ,Japan,MOL Ferry Co Ltd,MOL Ferry Co Ltd,Japan,Chittagong,Bangladesh,2019-08-01 00:00:00,,
GREEN GARNET,9121285,Wood Chips Carrier,40322,9164,1996,Panama,,,Mitsui OSK Lines Ltd,Japan,Universal Marine Corp,Ocean Woodland Shipping Co Ltd,Panama,Alang,India,2019-07-01 00:00:00,,
RAKIURA MARU,9108037,Open Hatch Cargo Ship,17940,8502,1996,Panama,,,Mitsui OSK Lines Ltd,Japan,G2 Ocean AS,Alucom Shipping Corp,Panama,Alang,India,2019-07-01 00:00:00,,
MERIDIAN,9140360,Wood Chips Carrier,40322,9288,1996,Panama,,,Mitsui OSK Lines Ltd,Japan,Mitsui OSK Lines Ltd,Ocean Woodland Shipping Co Ltd,Panama,Alang,India,2019-09-01 00:00:00,,
VENTURE,9002489,"FPSO, Oil",83094,28624,1992,Panama,,Modec Venture 11,Modec Inc,Japan,Modec Inc,Modec Venture 11 BV,Netherlands,Alang,India,2019-06-01 00:00:00,,
UFO,9045895,Passenger/Roro Cargo/Ferry,14250,5780,1992,Palau,Panama,Utopia Iv,Nishinihon Kisen Co Ltd,Japan,Nishinihon Kisen Co Ltd,Utopia Line SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00,,
DEN,9181625,Ore Carrier,113606,28448,1999,Comoros,Panama,Confidence I,NS United Kaiun Kaisha Ltd,Japan,NS United Kaiun Kaisha Ltd,Viola Line SA,Panama,Alang,India,2019-03-01 00:00:00,,
MG SHIPPING,9052343,Ore Carrier,151447,39778,1993,Panama,,,NYK Line,Japan,NYK Line,Nippon Yusen/Silk Maritime,Japan,Alang,India,2019-03-01 00:00:00,,
HEIJIN,8905426,Vehicles Carrier,47641,11018,1989,Panama,,,NYK Line,Japan,NYK Line,Trident Shipholding SA-Panama,Panama,Alang,India,2019-06-01 00:00:00,,
HOJIN,8916267,Vehicles Carrier,57871,14500,1990,Liberia,,,NYK Line,Japan,NYK Line,Nereus Shipholding SA,Panama,Alang,India,2019-08-01 00:00:00,,
HOYO MARU,8811077,Aggregates Carrier,2715,1751,1988,Tuvalu,Japan,,Sanyo Kaiun KK,Japan,Sanyo Kaiun KK,Sanyo Kaiun KK,Japan,Chittagong,Bangladesh,2019-07-01 00:00:00,,
CLEAN OCEAN 1,9016650,Limestone Carrier,10747,4929,1991,Panama,,,Shinwa Group of Companies,Japan,Wallem Shipmanagement Ltd,Cresta Overseas Ltd,Samoa,Chittagong,Bangladesh,2019-04-01 00:00:00,,
KRIS,9078220,Vehicles Carrier,47367,16062,1994,Palau,Panama,,Shoei Kisen KK,Japan,Kawasaki Kisen Kaisha Ltd,Olive Investment Corp,Panama,Chittagong,Bangladesh,2019-04-01 00:00:00,,
KITA,8815073,Passenger/Roro Cargo/Ferry,13937,11104,1989,Niue,Japan,Kitakami,Taiheiyo Ferry KK,Japan,Taiheiyo Ferry KK,Taiheiyo Ferry KK,Japan,Alang,India,2019-02-01 00:00:00,,
SHIRO,9106780,Container Ship (Fully Cellular),18619,8178,1995,St Kitts & Nevis,Panama,Iwashiro,Taiyo Sangyo Trading & Marine Service Limited,Japan,Unknown,Unknown,Unknown,Chittagong,Bangladesh,2019-07-01 00:00:00,,
DELPHINUS,9003134,Vehicles Carrier,17752,6895,1991,Panama,,,Toyofuji Shipping Co Ltd,Japan,Toyofuji Shipping Co Ltd,Feng Li Maritime Corp,Panama,Alang,India,2019-06-01 00:00:00,,
TRANS PACIFIC 5,9019664,Vehicles Carrier,17736,6927,1992,Panama,,,Toyofuji Shipping Co Ltd,Japan,Toyofuji Shipping Co Ltd,Feng Li/Norwich Shipping,Panama,Alang,India,2019-06-01 00:00:00,,
TAKA,7824821,Cement Carrier,11736,5788,1979,Niue,Japan,Takaharu Maru,Ube Industries Ltd,Japan,Ube Shipping & Logistics Ltd,Shinnihon Kinkai/Ube Shipping,Japan,Chittagong,Bangladesh,2019-02-01 00:00:00,,
PACIFIC ETHYLENE,8413007,LPG Tanker,1276,,1985,Japan,,,Uyeno Unyu Shokai,Japan,Fukuei Kaiun,Ueno Kosan KK,Japan,Kudamatsu,Japan,2019-06-01 00:00:00,,
CSC NELSON,8108107,Support Supply Ship,1924,2425,1982,Cook Islands,,,COMARCO,Kenya,Comarco Singapore Pte Ltd,Comarco Mauritius Ltd,Mauritius,Alang,India,2019-01-01 00:00:00,,
HONEST,8905490,Bulk Carrier,17061,6000,1989,Gabon,Korea (North),Wise Honest,Korea Songi Shipping Co,Korea (North),Korea Songi Shipping Co,Korea Songi Shipping Co,Korea (North),Chittagong,Bangladesh,2019-11-01 00:00:00,,
BYUKSANG 3001,9073921,General Cargo Ship,2116,1521,1992,Panama,Korea (South),,Byuk Sang Shipping Company Limited,Korea (South),SHL Maritime Co Ltd,Byuk Sang Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2019-07-01 00:00:00,,
ERROXAPE,7413816,Fishing Vessel,2199,,1977,Korea (South),,,Dong Won Fisheries Co Ltd,Korea (South),Dong Won Fisheries Co Ltd,Dong Won Fisheries Co Ltd,Korea (South),Unknown,Korea (South),2019-04-01 00:00:00,,
DANGJIN FRIENDSHIP,9051686,Bulk Carrier,77201,18360,1994,Panama,,,Dong-A Tanker Co Ltd,Korea (South),Korea Shipping Corp,Bonafide Shipping SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00,,
BANK,9077329,Bulk Carrier,73706,17600,1994,Liberia,Korea (South),Hl Roberts Bank,H-Line Shipping Co Ltd,Korea (South),H-Line Shipping Co Ltd,H-Line Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2019-12-01 00:00:00,,
DAII,7324821,"Pipe layer Platform, semi submersible",12855,14955,1974,Palau,Vanuatu,Hyundai 423,Hyundai Heavy Industries,Korea (South),Hyundai Heavy Industries,Hyundai Heavy Industries,Korea (South),Alang,India,2019-10-01 00:00:00,,
T INNOVATION,9549164,Heavy-Load Carrier,14608,9643,2009,St Kitts & Nevis,Korea (South),Mega Innovation,Interex Mega Line Co Ltd,Korea (South),Interex Mega Line Co Ltd,Transport Mega Line Co Ltd,Korea (South),Chittagong,Bangladesh,2019-01-01 00:00:00,,
HERMES 3,9057513,Roro Cargo,8357,5462,1993,Comoros,Korea (South),,Jeyang Logitech Co Ltd,Korea (South),Jeyang Logitech Co Ltd,Jeyang Logitech Co Ltd,Korea (South),Chittagong,Bangladesh,2019-03-01 00:00:00,,
KATRIN,8712790,Products Tanker ,1014,,1987,Panama,Sierra Leone,,Jiho Shipping Co Ltd,Korea (South),Do Young Shipping Co Ltd,Do Young Shipping Co Ltd,Marshall Islands,Unknown,"Korea, South",2019-06-01 00:00:00,,
KG COEN,9056818,Bulk Carrier,77503,18046,1994,Korea (South),,,KG Maritime Co Ltd,Korea (South),KG Maritime Co Ltd,KG Maritime Co Ltd,Korea (South),Chittagong,Bangladesh,2019-01-01 00:00:00,,
ZARAN,9108673,Bulk Carrier,75275,17741,1994,Comoros,Korea (South),,Korea Line Corp,Korea (South),Korea Line Corp,Korea Line Corp,Korea (South),Chittagong,Bangladesh,2019-05-01 00:00:00,,
AUTO ATLAS,8608054,Vehicles Carrier,52422,14268,1988,Panama,,,Korea Ship Finance Co Ltd,Korea (South),Hyundai Glovis Co Ltd,Atinum Maritime No Four SA,Panama,Chittagong,Bangladesh,2019-02-01 00:00:00,,
NOEL,8910938,Container Ship,3628,2428,1989,Korea (South),,,Korea Shipmanagers Co Ltd,Korea (South),Korea Shipmanagers Co Ltd,Korea Shipmanagers Co Ltd,Korea (South),Chittagong,Bangladesh,2019-01-01 00:00:00,,
MUGUNGHWA NO. 17,9081863,Fishery Patrol Vessel,1592,1195,1992,Korea (South),,,Korea South Govt,Korea (South),East Sea Fisheries,Korea South Govt Land Trans,Korea (South),Busan,Korea (South),2019-01-01 00:00:00,,
STARLINK,9159074,Ro-Ro Cargo Ship,12968,5565,1997,Comoros,Korea (South),Starlink One,Panstar Line Dot Com Ltd,Korea (South),Star Link Co Ltd,Panstar Co Ltd,Korea (South),Chittagong,Bangladesh,2019-12-01 00:00:00,,
SOLAR EMBER,9146596,Bulk Carrier,84318,19950,1997,Panama,,,Polaris Shipping Co Ltd-KRS,Korea (South),Polaris Shipping Co Ltd-KRS,EOS Line Inc,Panama,Chittagong,Bangladesh,2018-12-01 00:00:00,,
SOLAR ARION,9056533,Bulk Carrier,66600,18233,1994,Panama,,,Polaris Shipping Co Ltd-KRS,Korea (South),Polaris Shipping Co Ltd-KRS,Grace Maritime SA,Panama,Chittagong,Bangladesh,2019-01-01 00:00:00,,
STELLAR,9050230,Ore Carrier,148847,39118,1994,Comoros,Marshall Islands,Stellar Journey,Polaris Shipping Co Ltd-KRS,Korea (South),Polaris Shipping Co Ltd-KRS,VP-15 Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2019-12-01 00:00:00,,
BUM JIN NO. 3,8873142,Products Tanker,1590,1198,1993,Mongolia,Korea (South),,Sam Hyun,Korea (South),Bum Jin Shipping Co Ltd,Bum Jin Shipping Co Ltd,Korea (South),Chittagong,Bangladesh,2019-09-01 00:00:00,,
SHIDA,8819158,Ro-Ro Cargo Ship,17022,6628,1989,Gabon,Korea (South),Shidao,Shidao International Ferry Company Limited,Korea (South),Shidao Intl Ferry Co Ltd,Shidao Intl Ferry Co Ltd,Korea (South),Chittagong,Bangladesh,2019-07-01 00:00:00,,
ATLANTIC TRADER,9032642,Ore Carrier,140222,36886,1993,Korea (South),,,Sinokor Maritime Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Sinokor Maritime Co Ltd,Korea (South),Chittagong,Bangladesh,2019-05-01 00:00:00,,
ATLANTIC CARRIER,9042685,Ore Carrier,148612,37980,1993,Panama,,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Maritime Co Ltd,Atlantic Carrier 2 SA,Panama,Chittagong,Bangladesh,2019-05-01 00:00:00,,
GENEVA,9183336,Bulk Carrier,84335,20057,1999,Palau,Korea (South),Silver Geneva,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Chittagong,Bangladesh,2019-05-01 00:00:00,,
SAWASDEE BANGKOK,9122526,Container Ship (Fully Cellular),15839,7080,1996,Korea (South),,,Sinokor Merchant Marine Co Ltd,Korea (South),Sinokor Merchant Marine Co Ltd,Sinokor Merchant Marine Co Ltd,Korea (South),Alang,India,2019-06-01 00:00:00,,
COMPROMISE,9044475,Bulk Carrier,75254,18260,1994,Palau,Panama,K. Promise,SK Shipping Co Ltd-KRS,Korea (South),SK Shipping Co Ltd-KRS,Promise Shipholding SA,Panama,Chittagong,Bangladesh,2019-03-01 00:00:00,,
KMTC HONGKONG,9157753,Container Ship (Fully Cellular),16731,7124,1998,Korea (South),,,Korea Marine Transport Co Ltd,"Korea, South",Korea Marine Transport Co Ltd,Korea Marine Transport Co Ltd,Korea (South),Chittagong,Bangladesh,2019-08-01 00:00:00,,
ATLANTIC MERCHANT,9002673,Ore Carrier,138172,36166,1992,Panama,,,Sinokor Merchant Marine Co Ltd,"Korea, South",Sinokor Merchant Marine Co Ltd,Atlantic Merchant 1 SA,Panama,Chittagong,Bangladesh,2019-09-01 00:00:00,,
DOS EXPLORER,7301245,Supply Ship (O.R.S.V.),1167,,1973,Panama,,,Baltic Shipping Services SIA,Latvia,Baltic Shipping Services Ltd,Deep Ocean Salvage Inc,Marshall Islands,Liepaja,Latvia,2019-03-01 00:00:00,,
OMAR B,8012243,Bulk Carrier,7747,5241,1983,St Vincent & The Grenadines,,Riomare,Bayazid Shipping Co,Lebanon,Bayazid Shipping Co,Omar Shipping Co SA,Honduras,Gadani,Pakistan,2019-07-01 00:00:00,,
ROYAL ARSENAL,9186766,Bulk Carrier,26586,7250,1999,St Vincent & The Grenadines,,Ocean Sunrise,Blue Fleet Group,Lebanon,North Baltic Maritime SA,North Baltic Maritime SA,St Vincent & The Grenadines,,Pakistan,2019-06-01 00:00:00,,
SWARD,8324713,General Cargo Ship,8183,4142,1984,Comoros,Panama,,Cedar Marine Services S.a.l.,Lebanon,Rimenes Shipping & Trans,Rial Shipping Corp Ltd,Panama,Alang,India,2019-06-01 00:00:00,,
VIRILE,9012795,Container Ship (Fully Cellular),7361,4052,1992,Comoros,Equatorial Guinea,,Cedar Marine Services S.a.l.,Lebanon,MAGLOB,Kentia SL,Equatorial Guinea,Alang,India,2019-06-01 00:00:00,,
LAL,7047344,General Cargo Ship,1560,,1971,Sierra Leone,Unknown,,Faros Shipping Company S.a.r.l.,Lebanon,Unknown,Unknown,Unknown,Aliaga,Turkey,2019-07-01 00:00:00,,
ABERDEEN,7800540,Ro-Ro Cargo Ship,4234,,1979,Cameroon,Togo,,Faros Shipping Company S.a.r.l.,Lebanon,Just Mariiam Shipping Inc,Just Mariiam Shipping Inc,United States Of America,Aliaga,Turkey,2019-09-01 00:00:00,,
MARK,7721952,General Cargo Ship,2383,,1981,Togo,,,GMZ Ship Management Company S.A.,Lebanon,Nord Marine SA,Nord Marine SA,Liberia,Aliaga,Turkey,2019-05-01 00:00:00,,
WARDEH,7708285,Livestock Carrier,8393,,1978,Lebanon,,,Khalifeh Shipping Line Co,Lebanon,Khalifeh Shipping Line Co,Khalifeh Shipping Line Co,Lebanon,Aliaga,Turkey,2019-06-01 00:00:00,,
TIGHNABRUAICH,5225904,General Cargo Ship,603,,1957,Togo,,,Moon Stone Shipping Company S.A,Lebanon,Atropos Marine Co,Atropos Marine Co,Marshall Islands,Aliaga,Turkey,2019-05-01 00:00:00,,
FALCON 1,6523016,Livestock Carrier,861,,1965,Tanzania (Zanzibar),,,Uni-Marine Management Company,Lebanon,Coral Technical Services,Durango Shipping Ltd,Marshall Islands,Aliaga,Turkey,2019-01-01 00:00:00,,
ZAD ELKHIR,9109079,Livestock Carrier,7171,,1995,Panama,,,"Al Wareed Company For Importing Cattle, Meat And Food",Libya,Alryan International Nakliye,Al-Wareed Co,Libya,Aliaga,Turkey,2019-04-01 00:00:00,,
JAGUH,9214707,Anchor Handling Tug Supply,2032,1718,1999,Palau,Malaysia,Setia Jaguh,Alam Maritim M Sdn Bhd,Malaysia, Alam Maritim M Sdn Bhd, Alam Maritim M Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
MAN,9207352,Work/Repair Vessel,3310,2379,1999,Palau,Malaysia,Armada Iman,Bumi Armada Berhad,Malaysia,Bumi Armada Navigation Sdn Bhd,Bumi Armada Navigation Labuan,Malaysia,Alang,India,2019-06-01 00:00:00,,
HORNBILL,9150638,General Cargo Ship,4044,2338,1995,Palau,Malaysia,,Harbour-Link Group Bhd,Malaysia,Harbour-Link Marine Services,Harbour Hornbill Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-04-01 00:00:00,,
IVORY,8887959,General Cargo Ship,4044,2338,1995,Palau,Malaysia,Harbour Ivory,Harbour-Link Group Bhd,Malaysia,Harbour-Link Marine Services,Harbour-Link Marine Services,Malaysia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
JASA BAKTI,9043689,Vehicles Carrier,47368,13774,1992,Malaysia,,,KK Regional Navigation,Malaysia,KK Regional Navigation,KK Regional Navigation,Malaysia,Alang,India,2019-01-01 00:00:00,,
SALAM MULIA,9123609,Container Ship,16772,6734,1996,Malaysia,,,Malaysia Shipping Corp Sdn Bhd,Malaysia,Malaysia Shipping Corp Sdn Bhd,Malaysia Shipping Corp Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-02-01 00:00:00,,
S ATLANTA,9182930,Tanker,57929,16717,1999,Palau,Singapore,,PETRONAS,Malaysia,AET Inc Ltd,AET Inc Ltd,Bermuda,Chittagong,Bangladesh,2019-01-01 00:00:00,,
T AUGUSTA,9176034,Tanker,58156,16830,1999,St Kitts & Nevis,Singapore,,PETRONAS,Malaysia,AET Inc Ltd,AET Inc Ltd,Bermuda,Chittagong,Bangladesh,2019-02-01 00:00:00,,
S ANAHEIM,9182942,Tanker,57929,16717,1999,Palau,Singapore,Eagle Anaheim,PETRONAS,Malaysia,AET Inc Ltd,AET Inc Ltd,Bermuda,Chittagong,Bangladesh,2019-02-01 00:00:00,,
KPV BADANG,8766492,"Deck Cargo Pontoon, semi submersible",12709,4586,1983,Niue,Japan,,Sapura Energy Berhad,Malaysia,Fukada Salvage & Marine Works,Fukada Salvage & Marine Works,Japan,Chittagong,Bangladesh,2019-07-01 00:00:00,,
SARKU CLEMENTINE,8936645,Cable Layer,3637,1978,1996,Comoros,Malaysia,,SapuraCrest Petroleum Bhd,Malaysia,Sarku Engineering Services Sdn,Prominent Energy Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-05-01 00:00:00,,
S PERDANA,7353999,Research Survey Vessel,2270,2027,1974,Palau,Panama,Teknik Perdana,SapuraCrest Petroleum Bhd,Malaysia,TL Geohydrographics Pte Ltd,TL Geohydrographics Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-07-01 00:00:00,,
S SANTU,7803566,Platform Supply Ship,2999,2586,1980,Palau,Malaysia,Sarku Santubong,SapuraCrest Petroleum Bhd,Malaysia,Sarku Engineering Services Sdn,Sapura Marine Ventures Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-07-01 00:00:00,,
AUSSIE,8770455,Pipelayer Barge,13575,7346,2009,Palau,Malaysia,Aussie 1,Sigur Ros Sdn Bhd,Malaysia,Sigur Ros Sdn Bhd,Sigur Ros Sdn Bhd,Malaysia,Chittagong,Bangladesh,2019-02-01 00:00:00,,
MASINDRA LANGKAWI,7306817,Tug/Supply Ship (O.R.S.V.),1294,1400,1973,Malaysia,,,Viva Omega Sdn Bhd,Malaysia,Masindra Shipping,Masindra Shipping,Malaysia,Chittagong,Bangladesh,2019-01-01 00:00:00,,
HAWK,6620010,Grab Hopper Dredger,628,,1967,Tanzania (Zanzibar),Unknown,,Cassar Ship Repair Ltd,Malta,Cassar Marine Services Ltd,Cassar Ship Repair Ltd,Malta,Aliaga,Turkey,2019-07-01 00:00:00,,
BON,6810055,Products Tanker ,1580,930,1968,Tanzania (Zanzibar),Cyprus,Bonnie B,Daha Oils & Gas Limited,Malta,Daha Oils & Gas Ltd,Daha Oils & Gas Ltd,Malta,Aliaga,Turkey,2019-07-01 00:00:00,,
ASSO ZEJT 1,7393822,Anchor Handling Tug Supply,1243,,1975,Malta,,,Zejt Marine Services Ltd,Malta,BZ Marine Ltd,Zejt Marine Services Ltd,Malta,Aliaga,Turkey,2019-12-01 00:00:00,,
EFA,8230027,General Cargo Ship,2457,1173,1972,Vanuatu,,,Rosendal Trading S.A.,Marshall Islands,Rosendal Trading SA,Rosendal Trading SA,Marshall Islands,Aliaga,Turkey,2019-06-01 00:00:00,,
GRAPE,9166742,Crude Oil Tanker,163346,43030,1999,Palau,Marshall Islands,,Foresight Group,Mauritius,Foresight Group Services Ltd,Tenby Shipping Co Ltd,Marshall Islands,Chittagong,Bangladesh,2019-05-01 00:00:00,,
ENERGY,9168934,Shuttle Tanker,72132,26087,1998,Palau,Bahamas,S Scarlet,International Andromeda Shipping SAM,Monaco,International Andromeda Shipping SAM,Scarlet Star Shipping Ltd,British Virgin Islands,Chittagong,Bangladesh,2019-03-01 00:00:00,,
PROSPER,9233325,Bulk Carrier,85868,20489,2000,Palau,Panama,Navios Equator Prosper,Navios Maritime Holdings Incorporated,Monaco,Navios Shipmanagement Inc,Heodor Shipping Inc,Marshall Islands,Chittagong,Bangladesh,2019-05-01 00:00:00,,
WONDER I,8901406,Container Ship (Fully Cellular/Ro-Ro Facility),6299,3257,1990,Panama,Marshall Islands,,Bermuda Container Line Nederland B.V.,Netherlands,Bermuda Container Line Ltd,Sargasso Sea Inc,Bermuda Container Line Ltd,Aliaga,Turkey,2019-09-01 00:00:00,,
TALISMAN,8918942,"Heavy Load Carrier, semi submersible",42515,,1993,Curacao,Malta,,Boskalis Offshore Heavy Marine,Netherlands,Boskalis Offshore Heavy Marine,Talisman BV,Netherlands,Aliaga,Turkey,2019-05-01 00:00:00,,
TRANSPORTER,8918930,"Heavy Load Carrier, semi submersible",42609,112971,1992,Curacao,,,Boskalis Offshore Heavy Marine,Netherlands,Boskalis Offshore Heavy Marine,Dockwise Transporter BV,Netherlands,Aliaga,Turkey,2019-06-01 00:00:00,,
STEMAT SCRADEWAY,8863745,Pontoon,2054,,1981,Netherlands,,,Boskalis Westminster NV,Netherlands,Stemat/Boskalis Vof,Stemat/Boskalis Vof,Netherlands,Gravendeel,Netherlands,2019-01-01 00:00:00,,
TEAL,8113566,"Heavy-Load Carrier, Semi-Sub",22835,,1984,Curacao,,Sea Teal,Boskalis Westminster NV,Netherlands,Dockwise Shipping BV,Teal BV,Netherlands,Aliaga,Turkey,2019-02-01 00:00:00,,
TREASURE,8617940,"Heavy-Load Carrier, Semi-Sub",42515,,1990,Curacao,Malta,,Boskalis Westminster NV,Netherlands,Dockwise Shipping BV,Treasure BV,Netherlands,Aliaga,Turkey,2019-02-01 00:00:00,,
SWIFT,8113554,"Heavy-Load Carrier, Semi-Sub",22835,13763,1983,Curacao,,Sea Swift,Boskalis Westminster NV,Netherlands,Dockwise Shipping BV,Swift BV,Netherlands,Aliaga,Turkey,2019-02-01 00:00:00,,
CAPRICORN,7615608,Dredger,3256,,1977,St Vincent & The Grenadines,,,Boskalis Westminster NV,Netherlands,Boskalis Baggermaatschappij,Boskalis Westminster Shipping,Netherlands,Aliaga,Turkey,2019-03-01 00:00:00,,
SANDWAY,8410184,Hopper/Dredger,12962,8603,1986,St Vincent & The Grenadines,Cyprus,,Boskalis Westminster NV,Netherlands,Boskalis Baggermaatschappij,Boskalis Baggermaatschappij,Netherlands,Aliaga,Turkey,2019-03-01 00:00:00,,
SHAHAF,8110851,Hopper/Dredger,9770,,1982,St Vincent & The Grenadines,,,Boskalis Westminster NV,Netherlands,Boskalis Baggermaatschappij,Universe Maritime Solutions BV,Netherlands,Aliaga,Turkey,2019-03-01 00:00:00,,
PHOENIX I,7026871,Livestock Carrier,3356,,1971,Panama,,,Bovicom Holding BV,Netherlands,Bovicom I BV,Bovicom I BV,Netherlands,Aliaga,Turkey,2019-08-01 00:00:00,,
TRITON,8639728,Dredger,662,,1968,Netherlands,,,Van Oord NV,Netherlands,Ballast Nedam Bagger,Ballast Nedam Bagger,Netherlands,Gravendeel,Netherlands,2019-01-01 00:00:00,,
JAN STEEN,8505707,Stone Carrier,2679,,1986,Netherlands,,,Van Oord NV,Netherlands,Van Oord NV,Van Oord Overig Materieel I BV,Netherlands,Ghent,Belgium,2019-12-01 00:00:00,,
BREAKSEA,8416463,Tanker,992,697,1985,Nigeria,,,Azimuth Shipping Lines Ltd,Nigeria,Azimuth Shipping Lines Ltd,Azimuth Shipping Lines Ltd,Nigeria,Lagos,Nigeria,2019-01-01 00:00:00,,
ADVENTURER,8716863,Products Tanker,11425,5516,1989,Palau,Nigeria,Sea Adventurer,Integrated Shipping Services Nigeria,Nigeria,Oceanic Shipping Services Pvt,Sea Adventurer Ltd,Nigeria,Chittagong,Bangladesh,2019-09-01 00:00:00,,
GRACE,8806682,Chemical/Products Tanker,11425,5516,1990,Palau,Nigeria,Sea Grace,Sea Transport Services Nigeria,Nigeria,Oceanic Shipping Services Pvt,Sea Transport Services Nigeria,Nigeria,Chittagong,Bangladesh,2019-09-01 00:00:00,,
IDDI,8619455,Products Tanker,26356,9260,1989,St Kitts & Nevis,Nigeria,Diddi,Sea Transport Services Nigeria,Nigeria,Machtrans Ship Management Pvt,Holborn Shipping Inc-MAI,Marshall Islands,Chittagong,Bangladesh,2019-12-01 00:00:00,,
HAVGLOTT,6903034,General Cargo Ship,811,,1968,Norway,,,Alutrans AS,Norway,Torhus Shipping AS,Alutrans AS,Norway,Stokksund,Norway,2019-04-01 00:00:00,,
SKJERVOEYFISK,8714281,Fishing Vessel,579,,1988,Norway,,,Ervik & Saevik AS,Norway,Skjervoy Fiskeriselskap AS,Christina 2 AS,Norway,Eydehavn,Norway,2019-07-01 00:00:00,,
FRAMFJORD,8913473,General Cargo Ship,1508,789,1990,St Kitts & Nevis,,,Fonnes Shipping AS,Norway,Fonnes Offshore AS,Fonnes Offshore AS,Norway,Eydehavn,Norway,2019-01-01 00:00:00,,
BREDFORD DOLPHIN,8756332,"Platform, Semi-Submersible",13819,14349,1976,Singapore,,,Fred Olsen & Co,Norway,Dolphin Drilling Ltd,Bredford Dolphin Pte Ltd,Singapore,Aliaga,Turkey,2019-03-01 00:00:00,,
BELFORD DOLPHIN,9182851,Drilling Ship,40362,30645,2000,St Kitts & Nevis,Singapore,,Fred Olsen & Co,Norway,Dolphin Drilling Ltd,Dolphin Drilling Pte Ltd,Singapore,Alang,India,2019-10-01 00:00:00,,
BYFORD DOLPHIN,8750584,"Drilling Rig, semi Submersible",12420,,1974,Bermuda,,,Fred Olsen & Co,Norway,Dolphin Drilling Ltd,Byford Dolphin Pte Ltd,Singapore,Aliaga,Turkey,2019-12-01 00:00:00,,
GREEN MUSIC,8822595,Refrigerated Cargo Ship,5103,3045,1990,Bahamas,,,Green Reefers,Norway,GreenSea Chartering BVBA,Green Shipping AS,Norway,Alang,India,2019-05-01 00:00:00,,
