VESSEL,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,FLAG,OWNERSHIP,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,DESTINATION,Unnamed: 12,Unnamed: 13
Best Trader,8914063,Bulk Carrier,40653,1990,Panama ,Ocean Faith Shipping Company Limited,China,Ocean Faith Shipping Company Limited,Best Trader International Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-04-26 00:00:00
Chikuzen 8,9044463,Bulk Carrier,75232,1993,Hong Kong ,Ocean Faith Shipping Company Limited,China,Ocean Faith Shipping Company Limited,Zhong Yuan Shipping Company Limited,Hong Kong,Gadani,Pakistan,2015-05-27 00:00:00
Ocean Famous,8412508,Bulk Carrier,18836,1985,Panama ,Ocean Famous Shipping Company Limited,Hong Kong,Ocean Famous Shipping Company Limited,Ocean Famous Shipping Company Limited,Hong Kong,Chittagong,Bangladesh,2015-09-03 00:00:00
Ocean Dragon,9112258,Bulk Carrier,77243,1995,Hong Kong ,Ocean Longevity Company Limited  ,Hong Kong,Ocean Longevity Shipping & Management Company Limited  ,Transcontinental General Incorporated,Liberia,Chittagong,Bangladesh,2015-05-10 00:00:00
Amade,8601836,Product Tanker,24111,1996,St. Kitts-Nevis,Oceanmarine S.A. ,Argentina,Ravenscroft Ship Management Incorporated ,Hallandale Commercial Corporation ,Panama,Gadani,Pakistan,2015-11-12 00:00:00
Bow Victor,8416322,Chemical Tanker,19688,1986,Norway ,Odfjell SE ,Norway,Odfjell Asia II Private Limited ,Odfjell Asia II Private Limited ,Singapore,Alang,India,2015-11-26 00:00:00
Evrialos,8600595,Bulk Carrier,36788,1987,Cyprus ,Odysea Carriers S.A.,Greece,Odysea Carriers S.A.,Adamant Shipping Limited,Marshall Islands,Alang,India,2015-04-21 00:00:00
Toyca-1,7364534,General Cargo,3641,1974,Turkey ,Of Denizcilik Ticaret A.S. ,Turkey,Of Denizcilik Ticaret A.S. ,Of Denizcilik Ticaret A.S. ,Turkey,Aliaga,Turkey,2015-12-16 00:00:00
Samudrika 2,8311699,Anchor Handling Tug/Supply,951,1986,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-04-01 00:00:00
Samudrika 15,8413801,Anchor Handling Tug/Supply,954,1985,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-05-12 00:00:00
Samudrika 16,8413813,Anchor Handling Tug/Supply,954,1985,India ,Oil and Natural Gas Corporation Limited,India,Oil and Natural Gas Corporation Limited,Oil and Natural Gas Corporation Limited,India,Mumbai,India,2015-05-31 00:00:00
Samudrika 4,8311728,Anchor Handling Tug/Supply,951,1986,India,Oil and Natural Gas Corporation Limited (ONGC) ,India,Oil and Natural Gas Corporation Limited (ONGC) ,Oil and Natural Gas Corporation Limited (ONGC) ,India,Alang,India,2015-12-09 00:00:00
Creach,6801212,General Cargo,1948,1966,Cambodia ,Oldington Invest Corporation ,Seychelles,Oldington Invest Corporation ,Oldington Invest Corporation ,Seychelles,Aliaga,Turkey,2015-11-26 00:00:00
Wind Forrader,8223452,Reefer,4128,1983,St. Kitts-Nevis,Open Joint Stock Company Atlantrybflot Scientific & Industrial Association ,Russia,Open Joint Stock Company Atlantrybflot Scientific & Industrial Association ,Ginsor Limited ,Belize,Alang,India,2015-11-13 00:00:00
Asean Wisdom,8307583,Bulk carrier,24643,1985,Panama,Opes Maritime Limited S.A. ,Singapore,Opes Maritime Limited S.A. ,Opes Maritime Limited S.A. ,Singapore,Alang,India,2015-02-17 00:00:00
Eastern,7038147,General Cargo,1203,1970,Cambodia ,Ostshipping Company Limited,Russia,Ostshipping Company Limited,Head Shipping Company Limited,Saint Vincent and the Grenadines,Zhangjiagang,China,2015-03-06 00:00:00
Baltic Stream,7726718,Reefer,11243,1980,St. Vincent & Grenadines ,Ost-West-Handel und Schiffahrt GmbH  ,Germany,Ost-West-Handel und Schiffahrt GmbH  ,Rhodes Group Corporation,Panama,Chittagong,Bangladesh,2015-07-22 00:00:00
Baltic Sky,7632278,Reefer,11222,1978,St. Vincent & Grenadines ,Ost-West-Handel und Schiffahrt GmbH  ,Germany,Ost-West-Handel und Schiffahrt GmbH  ,Winter Star Marine S.A.  ,Panama,Chittagong,Bangladesh,2015-07-30 00:00:00
Multi-Delta,8517073,Combined Chemical And Oil Tanker,11003,1989,Indonesia,P.T. Multiline Shipping Company ,Indonesia,P.T. Multiline Shipping Company ,P.T. Multiline Shipping Company ,Indonesia,Chittagong,Bangladesh,2015-11-11 00:00:00
Era,8128963,Liquid Petroleum Gas Carrier,15397,1983,St. Kitts-Nevis ,P.T. Newship Nusa Bersama,Indonesia,P.T. Newship Nusa Bersama,P.T. Newship Nusa Bersama,Indonesia,Alang,India,2015-09-12 00:00:00
Isa River,8123042,General Cargo,5683,1982,Indonesia ,P.T. Pelayaran Isa Line  ,Indonesia,P.T. Pelayaran Isa Line  ,P.T. Pelayaran Isa Line  ,Indonesia,Jakarta,Indonesia,2014-05-31 00:00:00
Lucky Dolphin,8711045,Wood-Chip Carrier,34133,1988,Indonesia ,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,Alang,India,2015-07-03 00:00:00
Jupiter Baru,7417733,Fully Cellular Containership,2151,1975,Indonesia ,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Indonesia,Unknown,Indonesia,2013-12-31 00:00:00
Setya Pratama,7117254,General Cargo,3228,1976,Indonesia ,P.T. Pelayaran Setya Graha Sarana Maritim ,Indonesia,P.T. Pelayaran Setya Graha Sarana Maritim ,P.T. Pelayaran Setya Graha Sarana Maritim ,Indonesia,Surabaya,Indonesia,2014-02-12 00:00:00
Baruna Perkasa,7639678,General Cargo,2041,1977,Indonesia ,P.T. Sultra Lestari Lines ,Indonesia,P.T. Sultra Lestari Lines ,P.T. Sultra Lestari Lines ,Indonesia,Unknown,Indonesia,2015-12-31 00:00:00
Karunia,8129943,General Cargo With Container Capacity,10359,1983,Tuvalu ,P.T. Tanto Intim Line,Indonesia,P.T. Tanto Intim Line,P.T. Tanto Intim Line,Indonesia,Chittagong,Bangladesh,2015-01-08 00:00:00
Tanto Fajar II,8901004,General Cargo With Container Capacity,3972,1992,Indonesia,P.T. Tanto Intim Line ,Indonesia,P.T. Tanto Intim Line ,P.T. Tanto Intim Line ,Indonesia,Chittagong,Bangladesh,2015-11-16 00:00:00
Satria,8104498,Fully Cellular Containership,5974,1983,Kiribati,P.T. Tanto Intim Line ,Indonesia,P.T. Tanto Intim Line ,P.T. Tanto Intim Line ,Indonesia,Alang,India,2015-10-22 00:00:00
Tanto Mitra,7509225,General Cargo With Container Capacity,3058,1975,Indonesia ,P.T. Tanto Intim Line  ,Indonesia,P.T. Tanto Intim Line  ,P.T. Tanto Intim Line  ,Indonesia,Unknown,Indonesia,2011-12-31 00:00:00
Delfi,8309335,Bulk Carrier,23536,1984,St. Kitts-Nevis ,P.T. Waruna Nusa Sentana  ,Indonesia,P.T. Waruna Nusa Sentana  ,P.T. Waruna Nusa Sentana  ,Indonesia,Chittagong,Bangladesh,2015-01-20 00:00:00
Kota Berlian,8918083,General Cargo With Container Capacity,13274,1992,Singapore ,Pacific International Lines (Private) Limited (PIL),Singapore,Pacific International Lines (Private) Limited (PIL),Pacific International Lines (Private) Limited (PIL),Singapore,Chittagong,Bangladesh,2015-04-21 00:00:00
Thea K.,8309438,Bulk Carrier,13021,1984,Panama ,Palstek Shipping Incorporated  ,Panama,Palstek Shipping Incorporated  ,Palstek Shipping Incorporated  ,Panama,Aliaga,Turkey,2015-02-21 00:00:00
Bulk Discovery,8806187,Bulk Carrier,36986,1989,Panama ,Pangaea Logistics Solutions,United States of America,Phoenix Bulk Carriers US LLC  ,Bulk Discovery (Bermuda) Limited,Bermuda,Chittagong,Bangladesh,2015-08-20 00:00:00
Tradewind,8504636,Tanker,7171,1987,Panama,Pendulum Shipmanagement Incorporated ,Greece,Pendulum Shipmanagement Incorporated ,Chemical Venture Incorporated ,Panama,Alang,India,2015-03-26 00:00:00
IOS Victory,8202795,Tug/Supply,1658,1983,Bangladesh ,Perdana Marine Offshore Private Limited,Singapore,Perdana Marine Offshore Private Limited,Petra Offshore Limited  ,Malaysia,Chittagong,Bangladesh,2015-01-27 00:00:00
Nio,5330412,Floating Storage tanker,49001,1961,France,Perenco S.A. ,Bahamas,Perenco S.A. ,Perenco S.A. ,Bahamas,Alang,India,2015-02-26 00:00:00
Sulawesi II,7381740,Dredger,3934,1974,Indonesia ,Perum Pengerukan,Indonesia,Perum Pengerukan,Perum Pengerukan,Indonesia,Mumbai,India,2015-04-18 00:00:00
Lucija,9114141,Bulk Carrier,25503,1995,Marshall Islands,Peter Doehle Schiffahrts-KG ,Germany,Splosna Plovba d.o.o. ,Lucija Shipping Company Limited ,Slovenia,Alang,India,2015-12-15 00:00:00
Lage,8301802,Product Tanker,19290,1991,Tanzania ,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN,Brazil,Petrobras Transporte S.A. (TRANSPETRO),Petrobras Transporte S.A. (TRANSPETRO),Brazil,Gadani,Pakistan,2015-07-14 00:00:00
Pique,8617067,Tanker,39716,1989,St. Kitts-Nevis,Petroleo Brasileiro S.A. - PETROBRAS & Departamento de Transporte - DETRAN ,Brazil,Petrobras Transporte S.A. (TRANSPETRO) ,Petrobras Transporte S.A. (TRANSPETRO) ,Brazil,Gadani,Pakistan,2015-01-30 00:00:00
Polar Sea,9042283,General Cargo With Container Capacity,2881,1993,Bahamas ,Petroleum Geo-Services ASA  ,Norway,Petroleum Geo-Services ASA  ,Arrow Seismic Investment IV Limited  ,United Kingdom,Esbjerg,Denmark,2015-02-01 00:00:00
Ocean Explorer,7805239,Seismographic Research,4458,1979,Bahamas ,Petroleum Geo-Services ASA  ,Norway,PGS Geophysical AS,PGS Falcon AS  ,Norway,Esbjerg,Denmark,2015-08-22 00:00:00
Falcon Explorer,8404551,Seismographic Research,3649,1985,Panama ,Petroleum Geo-Services ASA  ,Norway,PGS Geophysical AS,PGS Falcon AS  ,Norway,Esbjerg,Denmark,2015-10-29 00:00:00
Span Asia 15,8817265,Roll on Roll Off,4509,1988,Philippines ,Philippine Span Asia Carrier Corporation ,Philippines,Philippine Span Asia Carrier Corporation ,Philippine Span Asia Carrier Corporation ,Philippines,Chittagong,Bangladesh,2015-11-20 00:00:00
Margo,8126367,Bulk Carrier,15977,1984,Barbados ,Phocean Ship Agency Limited,United Kingdom,Phocean Ship Agency Limited,Mikado Corporation,Liberia,Gadani,Pakistan,2015-05-02 00:00:00
P Ocean,7106281,Product Tanker,1203,1971,Thailand ,Pink Transport & Trading Company Limited,Thailand,Pink Transport & Trading Company Limited,P Ocean Shipping Company Limited  ,Thailand,Chittagong,Bangladesh,2015-03-07 00:00:00
Nats Emperor,7713125,Bulk Carrier,22540,1987,Cyprus ,Pitiousa Shipping S.A.,Greece,Pitiousa Shipping S.A.,Nats Emperor Shipping Limited  ,Cyprus,Chittagong,Bangladesh,2015-02-24 00:00:00
New Horizon,9000584,Bulk Carrier,82176,1992,South Korea ,Polaris Shipping Company Limited,South Korea,Hoan Shipping Company Limited,Hoan Shipping Company Limited,South Korea,Chittagong,Bangladesh,2015-06-10 00:00:00
Grand Horizon,9000596,Bulk carrier,82176,1992,South Korea,Polaris Shipping Company Limited ,South Korea,Hoan Shipping Company Limited ,Polar Energy & Marine Company Limited ,South Korea,Gadani,Pakistan,2015-03-26 00:00:00
Armia Ludowa,8502535,Bulk Carrier,21458,1987,Liberia ,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Starlib Limited,Liberia,Chittagong,Bangladesh,2015-05-10 00:00:00
Solidarnosc,8813934,Bulk Carrier,41252,1991,Vanuatu ,Polska Zegluga Morska (POLSTEAM),Poland,Polska Zegluga Morska (POLSTEAM),Saturn One Shipping Limited  ,Bahamas,Gadani,Pakistan,2015-08-27 00:00:00
Polska Walczaca,9011923,Bulk Carrier,41220,1992,Vanuatu ,Polska Zegluga Morska (POLSTEAM)  ,Poland,Polska Zegluga Morska (POLSTEAM)  ,Saturn Six Shipping Limited,Bahamas,Chittagong,Bangladesh,2015-02-11 00:00:00
Ros,7833236,Fishing (General),737,1980,Russia ,Polyarny Bereg 1 Company Limited,Russia,Polyarny Bereg 1 Company Limited,Polyarny Bereg 1 Company Limited,Russia,Esbjerg,Denmark ,2015-05-14 00:00:00
Rimma,8874902,General Cargo,2457,1970,Cambodia ,Poseidon Limited,Ukraine,Poseidon Limited,Sellberg Management Incorporated,Ukraine,Aliaga,Turkey,2015-06-18 00:00:00
Leo I,8026218,Product Tanker,22127,1983,St. Kitts-Nevis ,Pratibha Shipping Company Limited,India,Pratibha Shipping Company Limited,Pratibha Shipping Company Limited,India,Chittagong,Bangladesh,2015-03-18 00:00:00
Sujitra Naree,9116307,Bulk Carrier,18302,1995,Thailand ,Precious Shipping Public Company Limited ,Thailand,Precious Shipping Public Company Limited ,Precious Minerals Limited ,Thailand,Chittagong,Bangladesh,2015-12-24 00:00:00
Boontrika Naree,8914738,Bulk Carrier,17066,1990,Thailand ,Precious Shipping Public Company Limited  ,Thailand,Precious Shipping Public Company Limited  ,Precious Oceans Limited  ,Thailand,Alang,India,2015-06-19 00:00:00
Yu Fu,8517035,Combined Chemical And Oil Tanker,10985,1988,Panama ,Prime Cosmos Limited,Hong Kong,Prime Cosmos Limited,Target Shipping Limited,Hong Kong,Chittagong,Bangladesh,2015-08-15 00:00:00
Forest Costa Rica,7524213,General Cargo,12750,1977,Malta,Prime Valley Maritime limited ,Marshall Islands,Prime Valley Maritime limited ,Prime Valley Maritime limited ,Marshall Islands,Mumbai,India,2015-02-22 00:00:00
Byar Ali,8327545,Product Tanker,1204,1981,St. Kitts-Nevis ,Prince Shipping Services Company FZE,United Arab Emirates,Prince Shipping Services Company FZE,Byar Ali Petroleum Trading Incorporated,United Arab Emirates,Gadani,Pakistan,2015-04-21 00:00:00
Zaizoom,7821491,Product Tanker,3082,1979,St. Kitts-Nevis ,Prince Shipping Services Company FZE  ,United Arab Emirates,Prince Shipping Services Company FZE  ,Byar Ali Petroleum Trading Incorporated  ,United Arab Emirates,Gadani,Pakistan,2015-04-21 00:00:00
Gas Coral,8608456,Liquid Petroleum Gas Carrier,7946,1990,Panama ,Proteas Marine - JLT,United Arab Emirates,Proteas Marine - JLT,Coral Merchant Shipping Incorporated,Panama,Alang,India,2015-03-25 00:00:00
Jasy,8303331,Fully Cellular Containership,6676,1983,Togo ,PT Container Maritime Activities,Indonesia,PT Container Maritime Activities,PT Container Maritime Activities,Indonesia,Aliaga,Turkey,2015-01-19 00:00:00
Ken,8124010,Tanker,53065,1985,St. Kitts-Nevis,PT Sabitha Triguna Mandiri ,Indonesia,PT Sabitha Triguna Mandiri ,PT Sabitha Triguna Mandiri ,Indonesia,Chittagong,Bangladesh,2014-12-03 00:00:00
Mahakam River,8131166,General Cargo,5014,1983,Indonesia,PT. Meratus Line ,Indonesia,PT. Meratus Line ,PT. Meratus Line ,Indonesia,Alang,India,2015-04-04 00:00:00
Hui Ping,9074107,Bulk Carrier,36546,1994,Panama ,Qingdao Huiquan Shipping Company,China,Qingdao Huiquan Shipping Company,Hui Hong Shipping Corporation  ,Hong Kong,Alang,India,2015-09-27 00:00:00
Cape Osprey,9077367,Bulk Carrier,81589,1995,Singapore ,Quantum Pacific Shipping Group,Monaco,Eastern Pacific Shipping Private Limited  ,Dirento Shipping Private Limited,Singapore,Chittagong,Bangladesh,2015-02-10 00:00:00
Cape Eagle,9035589,Bulk Carrier,81589,1993,Liberia ,Quantum Pacific Shipping Group,Monaco,Eastern Pacific Shipping Private Limited  ,Destarn Shipping Incorporated,Liberia,Gadani,Pakistan,2015-02-17 00:00:00
Heythrop,9113305,Bulk Carrier,85721,1996,Liberia ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Kofaz Shipping Incorporated,Liberia,Chittagong,Bangladesh,2015-02-08 00:00:00
Irfon,9113317,Bulk Carrier,85364,1996,Singapore ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Kimbate Shipping Private Limited,Singapore,Chittagong,Bangladesh,2015-02-09 00:00:00
Fernie,9105633,Bulk Carrier,63153,1996,Liberia ,Quantum Pacific Shipping Group  ,Monaco,Eastern Pacific Shipping Private Limited  ,Filren Shipping Incorporated,Liberia,Chittagong,Bangladesh,2015-03-03 00:00:00
Renjian Yi,9005259,Fully Cellular Containership,36627,1991,China ,Quanzhou An Sheng Shipping Company Limited ,China,Quanzhou An Sheng Shipping Company Limited ,Quanzhou An Sheng Shipping Company Limited ,China,Xinhui,China,2015-07-06 00:00:00
Theresa Pelintung,8618231,Chemical Tanker,18453,1989,Tuvalu ,Raffles Shipping Corporation Private Limited,Singapore,Raffles Shipmanagement Services Private Limited  ,Marianna Shipping Company Private Limited,Singapore,Alang,India,2015-05-22 00:00:00
Offshore Defender,7909188,Standby Safety Vessel,1143,1979,India,Raj Shipping Agencies Limited ,India,Raj Shipping Agencies Limited ,Raj Shipping Agencies Limited ,India,Mumbai,India,2015-03-05 00:00:00
Sunrise R.,7386946,General Cargo With Container Capacity,2767,1973,Sierra Leone ,Rezkozan Impex,Romania,Rezkozan Impex,Focus Marine Co  ,Marshall Islands,Aliaga,Turkey,2015-06-05 00:00:00
Helene Rickmers,9144158,Fully Cellular Containership,16801,1998,Marshall Islands,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,Helene Navigation Company Limited ,Marshall Islands,Alang,India,2015-03-28 00:00:00
Andi   ,9152789,Fully Cellular Containership,26131,1998,Comoros ,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,ms Andre Rickmers Schiffsbeteilgungs GmbH & CompanyKG,Germany,Alang,India,2015-12-25 00:00:00
Alice Rickmers,9152765,Fully Cellular Containership,26131,1998,Liberia,Rickmers Reederei GmbH & Cie KG ,Germany,Rickmers Reederei GmbH & Cie KG ,ms Alice Rickmers Schiffsbeteiligungs GmbH & CompanyKG,Germany,Alang,India,2015-12-30 00:00:00
Ricsky,8500496,Bulk Carrier,23826,1986,Panama,Rics Shipping Company Limited ,South Korea,KD Ocean Company Limited ,Ricsky Shipping S.A. ,South Korea,Chittagong,Bangladesh,2015-09-26 00:00:00
Bubuk,7359785,Liquid Natural Gas Carrier,52708,1975,Brunei ,Royal Dutch Shell plc,United Kingdom,Shell International Trading & Shipping Company Limited (STASCO)  ,Brunei Shell Tankers Sendirian Berhad,Brunei Darussalam,Jiangyin,China,2015-04-23 00:00:00
Bilis,7347732,Liquid Natural Gas Carrier,52708,1975,Brunei ,Royal Dutch Shell plc  ,United Kingdom,Shell International Trading & Shipping Company Limited (STASCO)  ,Brunei Shell Tankers Sendirian Berhad  ,Brunei,Zhoushan,China,2014-12-04 00:00:00
Rui Fu Star,8401341,Bulk Carrier,24395,1985,Panama,Rui Fu Star Shipping Company Limited ,Hong Kong,Rui Fu Star Shipping Company Limited ,Rui Fu Star Shipping Company Limited ,Hong Kong,Chittagong,Bangladesh,2015-11-29 00:00:00
Sam,8320183,Bulk carrier,25770,1986,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Iran,Safiran Payam Darya (SAPID) Shipping Company ,Harvest Supreme Limited ,Hong Kong,Alang,Inda,2015-02-16 00:00:00
Winner ,8309696,Bulk Carrier,25768,1985,Comoros ,Safiran Payam Darya (SAPID) Shipping Company ,Iran,Safiran Payam Darya (SAPID) Shipping Company ,Key Charter Development Limited ,Hong Kong,Alang,India,2015-11-10 00:00:00
Asian,8609515,Tanker,26113,1988,Georgia,Sahara Mina LLC ,United Arab Emirates,Sahara Mina LLC ,Ginkgo Limited ,Liberia,Alang,India,2015-01-19 00:00:00
Scarabeo 4,8754968,Drill Platform,12686,1976,Madeira ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,Italy,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A.,Saipem Misr For Petroleum Services S.A.E.,Egypt,Aliaga,Turkey,2015-07-20 00:00:00
S-355,8758483,Pipe Layer,7678,1978,Bahamas ,SAIPEM (Societa Azionaria Italiana Perforazioni e Montaggi) S.p.A. ,Italy,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,SAIPEM (Portugal) Comercio Maritimo Sociedade Unipessoal Limitada ,Madeira,Aliaga,Turkey,2015-11-18 00:00:00
Tobol,8603391,General Cargo,6395,1990,Russia,Sakhalin Shipping Joint Stock Company ,Russia,Sakhalin Shipping Joint Stock Company ,Sakhalin Shipping Joint Stock Company ,Russia,Alang,India,2015-03-02 00:00:00
India Coal Maru,9123350,Bulk carrier,55610,1995,Tuvalu,Salgaocar Mining Industries Private Limited ,India,Salgaocar Mining Industries Private Limited ,Salgaocar Asia Private Limited ,Tuvalu,Alang,India,2015-02-05 00:00:00
Golfo de Bengala,7422312,Anchor Handling / supply,1356,1976,Panama,SALS Shipping Private Limited ,India,SALS Shipping Private Limited ,Star Matrix Limited ,India,Mumbai,India,2015-03-02 00:00:00
Bonsu-Q,7726225,Product Tanker,8763,1983,Ghana,Saltpond Offshore Producing Company Limited ,Ghana,Saltpond Offshore Producing Company Limited ,Saltpond Offshore Producing Company Limited ,Ghana,Aliaga,Turkey,2015-10-16 00:00:00
Sea Czar,7011149,Bunkering Tanker,1452,1969,Palau,Sanjeeb & Marine Service LLC ,United Arab Emirates,Sanjeeb & Marine Service LLC ,Sanjeeb & Marine Service LLC ,United Arab Emirates,Gadani,Pakistan,2015-10-12 00:00:00
Mac,9129809,Fully Cellular Containership,15929,1996,Palau,Schiffahrtskontor Tom Worden GmbH & Company KG ,Germany,Navalis Shipping GmbH & Company KG ,ms Macaro Tom Worden GmbH & Company KG ,Germany,Alang,India,2015-03-25 00:00:00
Prelude,8309141,Bulk Carrier,14147,1984,Liberia ,Sea Hawk Maritime S.A.,Greece,Sea Hawk Maritime S.A.,Prelude Shipping S.A.,Liberia,Alang,India,2015-07-18 00:00:00
Pioneer,9044322,Bulk Carrier,77132,1994,St. Kitts-Nevis ,Sea Pioneer Marine Corporation,Panama,Sea Pioneer Marine Corporation,Sea Pioneer Marine Corporation,Panama,Chittagong,Bangladesh,2015-07-29 00:00:00
Glory Apollo,9072044,Bulk Carrier,77372,1994,Panama ,Sea Star Ships Management Company Limited  ,China,Sea Star Ships Management Company Limited  ,Glory Apollo Limited  ,Marshall Islands,Chittagong,Bangladesh,2015-01-08 00:00:00
Santa Rosa,9006514,Fully Cellular Containership,21053,1992,Singapore,SeaChange Maritime LLC ,United States of America,Seachange Maritime (Singapore) Private Limited ,Virginia Key Private Limited ,Singapore,Alang,India,2015-02-22 00:00:00
Seagull D.,8014382,Bulk carrier,11412,1981,Panama,Seagull Shipping ,Marshall Islands,Seagull Shipping ,Seagull Shipping ,Marshall Islands,Alang,India,2015-03-13 00:00:00
Aqua Star,9000704,Fully Cellular Containership,8939,1992,Liberia,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,Turkey,SeaHorse Denizcilik ve Muhendislik Ticaret Limited Sirketi ,Nesco Maritime Corporation ,Liberia,Alang,India,2015-02-05 00:00:00
Advantage,7515339,General Cargo With Container Capacity,18296,1977,United States of America,Sealift Incorporated,United States of America,Sealift Incorporated  ,Fortune Maritime LLC.  ,United States of America,Alang,India,2015-06-19 00:00:00
Perun,7721392,Roll On Roll Off With Container Capacity,9330,1983,Cook Islands ,Seaservice Shipping Company Limited (Morskoy Servis),Russia,Seaservice Shipping Company Limited (Morskoy Servis),Nerei Shipping Limited,Tuvalu,Chittagong,Bangladesh,2015-01-24 00:00:00
Peregrino,8304218,Trawler (All Types),825,1983,Cambodia,Seefelder Company Limited,Belize,Seefelder Company Limited,Seefelder Company Limited,Belize,Busan,South Korea ,2015-06-08 00:00:00
Genmar,8309153,Bulk carrier,14147,1984,Panama,Segmar Limited ,Argentina,Segmar Limited ,Argenmar S.A. ,Argentina,Alang,India,2015-02-20 00:00:00
Riya,5267380,Bulk Ore Carrier,12210,1959,India,Sesa Resources Limited ,India,Sesa Resources Limited ,Sesa Resources Limited ,India,Alang,India,2015-11-27 00:00:00
LR Lily,8701521,Bulk carrier,17895,1991,Hong Kong,Shanghai CP International Ship Management & Broker Company Limited ,China,Shanghai CP International Ship Management & Broker Company Limited ,Long Rich HK Shipping Company Limited ,Hong Kong,Alang,India,2015-03-04 00:00:00
Bei Hai,9057006,Product Tanker,42263,1993,St. Kitts-Nevis ,Shanghai North Sea Shipping Company Limited,China,Shanghai North Sea Shipping Company Limited,Shanghai North Sea Shipping Company Limited,China,Chittagong,Bangladesh,2015-02-10 00:00:00
Guo Dian 1,8207800,Bulk Carrier,35783,1986,China ,Shanghai Ocean State Power Company,China,Shanghai Ocean State Power Company,Shanghai Ocean State Power Company,China,Zhoushan,China,2014-11-20 00:00:00
Xiang Wang,9106352,Fully Cellular Containership,4960,1995,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Zhangjiagang,China,2015-11-18 00:00:00
Xiang Zhu,9114804,General Cargo With Container Capacity,7864,1998,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Jiangyin,China,2015-11-04 00:00:00
Pu Hai Xiang Da,9079834,Fully Cellular Containership,4018,1994,China ,Shanghai Puhai Shipping Company Limited ,China,Shanghai Puhai Shipping Company Limited ,Shanghai Puhai Shipping Company Limited ,China,Zhangjiagang,China,2015-08-05 00:00:00
Xiang Xiu,9079822,Fully Cellular Containership,4018,1994,Panama ,Shanghai Puhai Shipping Company Limited  ,China,Shanghai Puhai Shipping Company Limited  ,Shanghai Puhai Shipping Company Limited  ,China,Jingjiang,China,2015-06-12 00:00:00
Bao Long,8307909,Bulk Carrier,22009,1984,Panama ,Shanghai Yang Pu Zhe Hai Shipping Company Limited,China,Shanghai Yang Pu Zhe Hai Shipping Company Limited,Rich-Forever Shipping Incorporated,Panama,Chittagong,Bangladesh,2015-07-11 00:00:00
Peace Ocean,8608767,General Cargo,4785,1986,Panama ,Shenghao Marine Hong Kong Limited  ,Hong Kong,Shenghao Marine Hong Kong Limited  ,Step Shipping Limited,Hong Kong,Unknown,China,2014-12-31 00:00:00
Danum 152,7716282,Fully Cellular Containership,5452,1977,Malaysia,Shin Yang Group of Companies ,Malaysia,Shin Yang Shipping Sendirian Berhad ,Shin Yang Shipping Sendirian Berhad ,Malaysia,Alang,India,2015-03-02 00:00:00
Dan,7519969,Fully Cellular Containership,4761,1976,Malaysia,Shin Yang Group of Companies ,Malaysia,Shin Yang Shipping Sendirian Berhad ,Shin Yang Shipping Sendirian Berhad ,Malaysia,Alang,India,2015-03-16 00:00:00
C.Royal,9108635,Bulk Carrier,77321,1996,South Korea ,Shinhan Capital Company Limited,South Korea,Shinhan Capital Company Limited,Shinhan Capital Company Limited,South Korea,Alang,India,2015-09-05 00:00:00
