BO Country ,Beneficial owner of the ship,Name of ship ,IMO  number,Last flag,Next to last,Date of change,Commercial operator,Registered owner,Destination yard,Beaching date,Built in (y),Type of ship,Sub-type of ship,LDT,USD/ton
Greece,Polembros Shipping Limited ,Keros Warrior,8718146,Liberia,Dominica,2012-01-07 00:00:00,Polembros Shipping Limited ,Animated Services Corporation ,"Alang, India",2013-02-01 00:00:00,1989,Bulker,,18452,
Greece,Seadar Shipmanagement S.A.,Med Green,8026684,Panama ,,,Seadar Shipmanagement S.A.,Med Green Shipping Company Limited ,"Alang, India",2013-03-10 00:00:00,1984,Bulker,,7805,
Greece,Sifnos Navigation SA,Sifnos Sun,8318958,Malta,,,Sifnos Navigation SA,Stingray Maritime S.A. ,"Alang, India",2013-04-10 00:00:00,1984,Bulker,,,
Greece,Silver Maritime Incorporated ,Silver Star,8201337,Saint Vincent and the Grenadines ,,,Silver Maritime Inc,"Pulsar Marine Limited 
","Alang, India",2013-03-13 00:00:00,1984,Bulker,,5486,405
Greece,Tramp Maritime Enterprises Limited,Ocean Triumph,8204834,Panama,,,Tramp Maritime Enterprises Limited,Ocean Triumph Shipping Limited ,"Alang, India",2013-02-28 00:00:00,1986,Bulker,,8900,
Greece,Amalthia Marine Incorporated,Tuscarora,8120698,Liberia ,,,Amalthia Marine Incorporated,Lake Breeze Shipping & Trading Incorporated ,"Chittagong, Bangladesh",2013-05-26 00:00:00,1986,Bulker,,8054,
Greece,Antares Shipmanagement SA,Reload,8321917,Bahamas,,,Antares Shipmanagement SA,Reload Shipping S.A. ,"Chittagong, Bangladesh",2013-02-17 00:00:00,1984,Bulker,,11004,
Greece,Dalnave Navigation Incorporated,Elver,8504698,Cyprus,,,Dalnave Navigation Inc,Blue Crocus Marine Company Limited ,"Chittagong, Bangladesh",2013-01-27 00:00:00,1985,Bulker,,7402,420
Greece,Dianik Bross Shipping Corporation S.A.,Steel Anna,8307038,Liberia,,,Dianik Bross Shipping Corporation S.A.,Agios Dimitrios Maritime SA ,"Chittagong, Bangladesh",2013-03-14 00:00:00,1984,Bulker,,,
Greece,Dragnis Group,Vasos,8902802,Liberia ,Malta,2013-06-20 00:00:00,Goldenport Shipmanagement Limited ,Ipanema Navigation Corporation ,"Chittagong, Bangladesh",2013-08-24 00:00:00,1990,Bulker,,18812,
Greece,Euroseas Limited,Irini,8802210,Marshall Islands ,,,Eurobulk Limited ,Diana Trading Limited ,"Chittagong, Bangladesh",2013-07-30 00:00:00,1988,Bulker,,9988,
Greece,Jed Shipping & Trading Management S.A.,Nina P.,8112988,Panama,,,Jed Shipping & Trading Management S.A.,Arista Marine Company ,"Chittagong, Bangladesh",2013-03-13 00:00:00,1986,Bulker,,,
Greece,Katsikis & Sigalas Limited,Velos,8902216,Cyprus ,,,Katsikis & Sigalas Limited,Seaflare Navigation Company Limited ,"Chittagong, Bangladesh",2013-05-29 00:00:00,1991,Bulker,,11572,
Greece,Larus S.A.,Ava,8208945,Liberia ,,,Larus S.A.,Golden Sea Navigation Company ,"Chittagong, Bangladesh",2013-08-13 00:00:00,1983,Bulker,,6900,
Greece,N.A.N.E. Shipping Management S.A.,Koupi,8209028,Panama ,,,N.A.N.E. Shipping Management S.A.,First Dock Inc ,"Chittagong, Bangladesh",2013-06-15 00:00:00,1983,Bulker,,7373,
Greece,Phoenix Shipholding Corporation,Timios Stavros,8400311,Panama,,,Phoenix Shipholding Corporation,Blossom Shiptrade S.A. ,"Chittagong, Bangladesh",2013-03-19 00:00:00,1984,Bulker,,5324,420
Greece,Polembros Shipping Limited ,Greek Warrior,8820262,Panama ,,,Polembros Shipping Limited ,Morning Frost Shipping and Trade Corporation ,"Chittagong, Bangladesh",2013-06-10 00:00:00,1990,Bulker,,18392,
Greece,Polembros Shipping Limited ,Leonidas Warrior,8612275,Liberia,,,Polembros Shipping Limited ,Crown Eagle Shipping Corporation ,"Chittagong, Bangladesh",2013-02-04 00:00:00,1987,Bulker,,21563,
Greece,Ranger Marine S.A.,Heron,8316297,Greece,,,Ranger Marine S.A.,Heron Maritime S.A. ,"Chittagong, Bangladesh",2013-01-27 00:00:00,1984,Bulker,,7324,415
Greece,Seamar Management S.A.,HW Peace,8307064,Panama ,,,Seamar Management S.A.,Highwin Shipping (HK) Limited ,"Chittagong, Bangladesh",2013-11-03 00:00:00,1984,Bulker,,7329,
Greece,Silver Maritime Incorporated ,Silver Wave,8313269,Panama ,,,Silver Maritime Incorporated ,Troika Marine Incorporated ,"Chittagong, Bangladesh",2013-06-05 00:00:00,1984,Bulker,,5072,410
Greece,Star Bulk Carriers Corporation,Star Sigma,8918203,Marshall Islands,,,Star Bulk Management Incorporated ,Lamda LLC ,"Chittagong, Bangladesh",2013-04-15 00:00:00,1991,Bulker,,,
Greece,Tristar Management Limited,Arktos,8715821,Liberia ,,,Tristar Management Limited,Topolia Shipping Services S.A.,"Chittagong, Bangladesh",2013-07-16 00:00:00,1990,Bulker,,6205,
Greece,Amalthia Marine Incorporated,Seneca,8200486,Malta,,,Amalthia Marine Inc,Olympia Navigation Company ,"Gadani, Pakistan",2013-03-24 00:00:00,1983,Bulker,,,
Greece,Baru Delta Maritime Incorporated,Doxa D,8120741,Panama,,,Baru Delta Maritime Inc,Shipcare Faith SA ,"Gadani, Pakistan",2013-04-15 00:00:00,1984,Bulker,,,
Greece,Bright Navigation Incorporated ,Georgios S,8412118,Liberia ,,,Bright Navigation Incorporated ,Brother Stars Shipping S.A. ,"Gadani, Pakistan",2013-06-27 00:00:00,1987,Bulker,,11035,
Greece,Clio Navigation Corporation,Roe,8323666,Panama ,,,Clio Navigation Corporation,Stormy Navigation S.A. ,"Gadani, Pakistan",2013-06-25 00:00:00,1984,Bulker,,7263,
Greece,Enterprises Shipping & Trading SA,Bet Commander,9006186,Isle of Man,,,Enterprises Shipping & Trading S.A.,Quex Shipping Incorporated ,"Gadani, Pakistan",2013-03-23 00:00:00,1991,Bulker,,,
Greece,Machrimar Management S.A.,Renos,8203397,Barbados ,,,Machrimar Management S.A.,Connect Shipping Incorporated ,"Gadani, Pakistan",2013-05-02 00:00:00,1985,Bulker,,9050,391
Greece,Mednav S.A.,Erisos,8913980,Panama ,,,Mednav S.A.,Erisos Shipping S.A. ,"Gadani, Pakistan",2013-06-13 00:00:00,1989,Bulker,,,
Greece,Mercator Marine Company Limited,Lofty Wind Y.,7908782,Sierra Leone ,Malta,2012-10-15 00:00:00,Mercator Marine Company Limited,Mercator Marine Company Limited,"Gadani, Pakistan",2013-06-06 00:00:00,1980,Bulker,,,
Greece,Navitas Compania Maritima S.A.,Ilios,8005288,Marshall Islands ,,,Navitas Compania Maritima S.A.,Stanza Maritime Company ,"Gadani, Pakistan",2013-12-23 00:00:00,1982,Bulker,,,
Greece,Stiga Shipping Company,Al Amal,8005551,Tuvalu ,Saint Vincent and the Grenadines,2012-07-23 00:00:00,Stiga Shipping Company,Russell Shipping Company SA ,"Gadani, Pakistan",2013-11-22 00:00:00,1981,Bulker,,6333,422
Greece,The Veniamis Group ,Flag Seaman,8412120,Greece,,,Golden Union Shipping Company S.A. ,X-Ray Maritime S.A. ,"Gadani, Pakistan",2013-03-08 00:00:00,1987,Bulker,,,
Greece,Perseas Shipping S.A.,Alfa Mare,8318609,Panama ,,,Perseas Shipping S.A.,Alfa Mare S.A. ,"Jiangyin, China",2013-02-19 00:00:00,1984,Bulker,,,
Greece,Naftilos Maritime Agencies Limited,Marillion,8412156,Panama ,,,Naftilos Shipmanagement S.A. ,Marillion Maritime Incorporated ,"Jiangyin, China ",2013-02-01 00:00:00,1986,Bulker,,,
Greece,N.A.N.E. Shipping Management S.A.,Nikat,8114429,Malta ,,,N.A.N.E. Shipping Management S.A.,Nikat Maritime Limited ,"Jiangyin, China ",2013-03-13 00:00:00,1983,Bulker,,,
Greece,White Sea Navigation S.A. ,Achilles I,8308862,Liberia ,,,White Sea Navigation S.A. ,Warrah Maritime Limited ,"Jiangyin, China ",2013-02-09 00:00:00,1984,Bulker,,,
Greece,The Frangos-Moundreas Group,Theoforos I,8510049,Panama ,,,The Frangos-Moundreas Group,Chafer Finance S.A. ,"Xinhui, China",2013-01-17 00:00:00,1987,Bulker,,,
Greece,Harbor Shipping & Trading S.A.,Kai Bao,8004155,Panama ,,,Harbor Shipping & Trading S.A.,Venetico Special Maritime Enterprises ,"Zhangjiagang, China",2013-11-05 00:00:00,1981,Bulker,,,
Greece,Sea Hawk Maritime S.A.,Pelagos,8300509,Panama ,Liberia,2013-03-18 00:00:00,Sea Hawk Maritime S.A.,Irlande Shipmanagement Corporation ,"Zhangjiagang, China",2013-08-31 00:00:00,1984,Bulker,,,
Greece,Centurian Maritime Company Limited ,Turnberry Glory,8419001,Cyprus ,,,Centurian Maritime Company Limited ,Oceanglobe Shipping Limited ,"Zhangjiagang, China ",2013-01-12 00:00:00,1987,Bulker,,,
Hong Kong,Courage Marine Group Limited,Win,8025135,Saint Kitts and Nevis,Panama,2013-07-16 00:00:00,Courage Marine Group Limited,Garwin Navigation S.A. ,"Chittagong, Bangladesh",2013-07-24 00:00:00,1982,Bulker,,11459,
Hong Kong,Dia Yuan International Shipping Company Limited,Dia Yuan,8025537,Panama ,,,Dia Yuan International Shipping Company Limited,Dia Yuan International Shipping Company Limited,"Chittagong, Bangladesh",2013-08-23 00:00:00,1982,Bulker,,8020,
Hong Kong,Ever Glory Maritime Company Limited,Xin Hui,8016988,Panama ,,,Ever Glory Maritime Company Limited,Xinhui Shipping Limited ,"Chittagong, Bangladesh",2013-07-27 00:00:00,1982,Bulker,,,
Hong Kong,Goodway Transportation Limited,Hai,8800406,Saint Kitts and Nevis,Hong Kong,2013-04-22 00:00:00,Goodway Transportation Limited,Goodway Transportation Limited,"Chittagong, Bangladesh",2013-05-02 00:00:00,1993,Bulker,,,
Hong Kong,Shunming Shipping Ltd,Shun Ming,8114314,Panama,,,Shunming Shipping Ltd,Shunming Shipping Ltd,"Chittagong, Bangladesh",2013-03-06 00:00:00,1983,Bulker,,12563,
Hong Kong,Wan Jia International Shipping & Trading Limited ,Wan Tai,8313037,Panama ,,,Wan Jia International Shipping & Trading Limited ,Win Shipping Limited ,"Chittagong, Bangladesh",2013-09-23 00:00:00,1984,Bulker,,6733,
Hong Kong,Haistar Maritime Company Limited,Trans Ocean,8506531,Panama ,,,Ocean Star Shipping (Hong Kong) Company Limited ,Ocean Star Shipping (Hong Kong) Company Limited ,"Chongming, China",2013-05-09 00:00:00,1987,Bulker,,,
Hong Kong,Akoa Limited,Intercrown,7929334,Cambodia ,,,Akoa Limited,Akoa Limited,"Jiangyin, China ",2013-11-16 00:00:00,1981,Bulker,,,
Hong Kong,Courage Marine Group Limited,Ocean Sound,9008720,Panama ,,,Courage Marine Group Limited,Ocean Pioneer Marine Corporation ,"Xinhui, China",2013-08-30 00:00:00,1991,Bulker,Wood-Chip Carrier ,,
Hong Kong,Hong Sheng Da Shipmanagement Private Limited,Xing Tong Da,8023254,Panama ,,,Hong Sheng Da Shipmanagement Private Limited,Xing Tong Da Shipping Limited ,"Xinhui, China",2013-02-28 00:00:00,1983,Bulker,,,
Hong Kong,De Shan Group Limited Hong Kong,Yong Shun,8000331,Panama ,,,De Shan Group Limited Hong Kong,De Shan Group Limited Hong Kong,"Zhangjiagang, China",2013-02-26 00:00:00,1981,Bulker,,,
Hong Kong,Globe Shipping Limited,Globe Bright,8103482,Hong Kong ,,,Globe Shipping Limited,Globe Shipping Limited,"Zhangjiagang, China",2013-04-17 00:00:00,1983,Bulker,,,
Hong Kong,Haistar Maritime Company Limited,Trans Pacific,8506517,Panama ,,,Haistar Maritime Company Limited,Trans Mineral Company Limited ,"Zhangjiagang, China",2013-04-12 00:00:00,1987,Bulker,,,
Hong Kong,Hong Kong Xiang Tong Limited,Lucky Dragon,8506476,Panama ,,,Hong Kong Xiang Tong Limited,Hong Kong Xiang Tong Limited,"Zhangjiagang, China",2013-02-01 00:00:00,1987,Bulker,,,
Hong Kong,Kaishun Shipping Limited,Kai Shun,8203476,Panama ,,,Kaishun Shipping Limited,Kaishun Shipping Limited,"Zhangjiagang, China",2013-03-19 00:00:00,1984,Bulker,,,
Hong Kong,Lian Cheng (HK) Company Limited ,Da Jia,6922509,Panama ,,,Lian Cheng (HK) Company Limited ,Lian Cheng (HK) Company Limited ,"Zhangjiagang, China",2013-10-29 00:00:00,1969,Bulker,,,
Hong Kong,Ocean Longevity Company Limited ,Hai Chang,8410562,Hong Kong ,,,Ocean Longevity Shipping & Management Company Limited ,Hoi Chang Maritime Limited ,"Zhangjiagang, China",2013-04-03 00:00:00,1985,Bulker,,,
India,Salgaocar Mining Industries Private Limited,Sunrise 1,7352335,Comoros ,India,2013-09-13 00:00:00,Salgaocar Mining Industries Private Limited,Salgaocar Mining Industries Private Limited,"Alang, India",2013-10-09 00:00:00,1974,Bulker,,,
India,The Shipping Corporation of India Limited,Om Pratham,8126783,Saint Kitts and Nevis,India,2013-07-25 00:00:00,The Shipping Corporation of India Limited,The Shipping Corporation of India Limited,"Alang, India",2013-08-07 00:00:00,1993,Bulker,,7411,
India,The Shipping Corporation of India Limited,Prem,8126771,India ,,,The Shipping Corporation of India Limited,The Shipping Corporation of India Limited,"Alang, India",2013-01-18 00:00:00,1990,Bulker,,,
India,Hermes Maritime Services Private Limited,Elephant,8618841,Saint Kitts and Nevis,Liberia,2013-07-18 00:00:00,Hermes Maritime Services Private Limited,Vincente Investments Incorporated ,"Chittagong, Bangladesh",2013-11-19 00:00:00,1989,Bulker,Ore Carrier,40300,
India,Hermes Maritime Services Private Limited,Eros,8300523,Saint Kitts and Nevis,Malta,2013-01-02 00:00:00,Hermes Maritime Services Private Limited ,Karnak Holdings Limited ,"Chittagong, Bangladesh",2013-04-01 00:00:00,1985,Bulker,,,
India,Hermes Maritime Services Private Limited,Sun Pacific,8202032,Panama ,Chile ,2012-12-02 00:00:00,Hermes Maritime Services Private Limited,Ocean Castle Shipping Incorporated ,"Gadani, Pakistan",2013-08-24 00:00:00,1982,Bulker,,6878,
India,Coast Line Shipping (India) Private Limited,Coastal Success,8635265,India ,,,Coast Line Shipping (India) Private Limited,Coast Line Shipping (India) Private Limited,"Mumbai, India",2013-11-22 00:00:00,1999,Bulker,,,
Indonesia,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),Moon,8322935,Tuvalu ,Indonesia,2013-10-06 00:00:00,P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),P.T. Pelayaran Nusantara Salam Pacific Indonesia Lines (SPIL),"Alang, India",2013-10-11 00:00:00,1985,Bulker,,9291,
Indonesia,Bina Surya Group,Energy,8716370,Saint Kitts and Nevis,Panama,2013-12-10 00:00:00,"Arpeni Pratama Ocean Line, P.T. Perusahaan Pelayaran Samudera Khusus (APOL) ",Jooway Shipping Company Limited ,"Chittagong, Bangladesh",2013-01-01 00:00:00,1990,Bulker,,,
Indonesia,Bina Surya Group,Mustikawati,8006921,Indonesia,,,"Arpeni Pratama Ocean Line, P.T. Perusahaan Pelayaran Samudera Khusus (APOL) 
",PT Apol Jaya ,"Chittagong, Bangladesh",2013-02-13 00:00:00,1981,Bulker,,17366,
Indonesia,P.T. Pelayaran Isa Line,Energy,8117196,Tuvalu ,Indonesia,2013-12-01 00:00:00,P.T. Pelayaran Isa Line,P.T. Pelayaran Isa Line,"Chittagong, Bangladesh",2013-12-10 00:00:00,1982,Bulker,,,
Indonesia,P.T. Samudera Sukses Makmur ,Bogasari Lima,8114455,Indonesia,,,P.T. Samudera Sukses Makmur ,P.T. Samudera Sukses Makmur ,"Chittagong, Bangladesh",2013-03-31 00:00:00,1982,Bulker,,,
Indonesia,Bina Surya Group,Unity,8716382,Saint Kitts and Nevis,Panama,2013-06-29 00:00:00,"Arpeni Pratama Ocean Line, P.T. Perusahaan Pelayaran Samudera Khusus (APOL) 
",Mount Lawu LLC ,"Gadani, Pakistan",2013-07-12 00:00:00,1991,Bulker,,,
Indonesia,P.T. Tri Daya Jaya Utama Lines,Eunice,8217518,Panama ,,,P.T. Tri Daya Jaya Utama Lines,P.T. Tri Daya Jaya Utama Lines,"Zhangjiagang, China ",2013-08-01 00:00:00,1984,Bulker,,,
Iran,Islamic Republic of Iran Shipping Lines (IRISL),Antic,7632826,Comoros ,Iran,2013-09-12 00:00:00,Islamic Republic of Iran Shipping Lines (IRISL),Islamic Republic of Iran Shipping Lines (IRISL),"Alang, India",2013-09-19 00:00:00,1978,Bulker,,8074,
Iran,Islamic Republic of Iran Shipping Lines (IRISL),Gas A,7632814,Comoros,Iran,2013-04-25 00:00:00,Islamic Republic of Iran Shipping Lines (IRISL),Islamic Republic of Iran Shipping Lines (IRISL),"Alang, India",2013-05-11 00:00:00,1978,Bulker,,8006,
Iran,Sapid Shipping Company ,Asher,8309610,Comoros ,Hong Kong,23/052013,Sapid Shipping Company ,Golden Charter Development Limited ,"Alang, India",2013-06-12 00:00:00,1985,Bulker,,9240,
Iran,Sapid Shipping Company,Blue,8309593,Comoros,Hong Kong,2013-03-14 00:00:00,Sapid Shipping Company ,Giant King Limited ,"Alang, India",2013-04-02 00:00:00,1984,Bulker,,,
Iran,Sapid Shipping Company,Caribean,8320195,Comoros ,Iran,2013-06-17 00:00:00,Sapid Shipping Company,Elegant Target Development Limited ,"Alang, India",2013-07-07 00:00:00,1986,Bulker,,,
Iran,Sapid Shipping Company,Krutika,8108559,Comoros,Iran,2013-01-23 00:00:00,Sapid Shipping Company,Sapid Shipping Company,"Alang, India",2013-01-27 00:00:00,1983,Bulker,,7842,
Iran,Sapid Shipping Company ,Lion,8309646,Comoros ,Togo / Hong Kong,2013-12-09 00:00:00,Sapid Shipping Company ,Neuman Limited ,"Alang, India",2013-12-13 00:00:00,1985,Bulker,,,
Iran,Sapid Shipping Company,Ocean 1,8309634,Comoros,Hong Kong,2013-01-22 00:00:00,Sapid Shipping Company ,Golden Wagon Development Limited ,"Alang, India",2013-02-09 00:00:00,1985,Bulker,,9240,
Iran,Sapid Shipping Company ,Ocean 3,8309672,Comoros ,Iran / Hong Kong,2013-07-31 00:00:00,Sapid Shipping Company ,Metro Supreme International Limited ,"Alang, India",2013-09-12 00:00:00,1985,Bulker,,9112,
Iran,Sapid Shipping Company,Sapphire II,8309608,Comoros,Hong Kong,2013-05-08 00:00:00,Sapid Shipping Company ,Eternal Expert Limited ,"Alang, India",2013-05-20 00:00:00,1984,Bulker,,9240,
Iran,Sapid Shipping Company ,SPM,8309622,Comoros ,Togo / Hong Kong,2013-10-08 00:00:00,Sapid Shipping Company ,Golden Summit Investments Limited ,"Alang, India",2013-10-14 00:00:00,1985,Bulker,,,
Iran,Sapid Shipping Company ,Vum,8309684,Comoros ,Iran / Hong Kong,2013-12-23 00:00:00,Sapid Shipping Company ,Key Charter International Limited ,"Alang, India",2013-12-30 00:00:00,1985,Bulker,,,
Iran,Bonyad Shipping Company (BOSCO),Ocean Mira,8919142,Malaysia ,Hong Kong,2013-03-29 00:00:00,Bonyad Qeshm Ship Management Company ,Sunny Bright Enterprise (Hong Kong) Limited ,"Chittagong, Bangladesh",2013-06-11 00:00:00,1990,Bulker,,17618,
Italy,Enercore S.p.A.,Roln,7361544,Panama,,,Enercore S.p.A.,Ener Bulk Servicos de Transporte Maritimo Lda ,"Alang, India",2013-02-26 00:00:00,1975,Bulker,,4300,
Italy,Enercore S.p.A.,Rossa,7361520,Panama ,,,Enercore S.p.A.,Ener Bulk Servicos de Transporte Maritimo Lda ,"Alang, India",2013-07-27 00:00:00,1975,Bulker,,4300,
Italy,Vittorio Bogazzi & Figli S.p.A.,Hastings Castle,8100882,Saint Vincent and the Grenadines ,Malta,2012-02-16 00:00:00,Navalmar (UK) Limited ,Navalmar (UK) Limited ,"Gadani, Pakistan",2013-05-17 00:00:00,1983,Bulker,,7690,
Japan,Meiji Shipping Company Limited,World Swan,9119098,Philippines,,,Meiji Shipping Company Limited,Multinational Maritime Incorporated ,"Alang, India",2013-05-24 00:00:00,1995,Bulker,Wood-Chip Carrier ,9353,
Japan,Misuga Kaiun Company Limited,Corral Star,8811819,Hong Kong ,,,Misuga Kaiun Company Limited,Corral Star Shipping Limited ,"Alang, India",2013-07-09 00:00:00,1988,Bulker,Wood-Chip Carrier ,11556,
Japan,Misuga Kaiun Company Limited,Taio Dream,8706002,Panama,,,Misuga Kaiun Company Limited,Misuga S.A. ,"Alang, India",2013-03-26 00:00:00,1988,Bulker,Wood-Chip Carrier ,,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Daio Robin,9136905,Panama ,,,Kyokuto Shipping Company Limited ,Ocean Woodland Shipping Company Limited ,"Alang, India",2013-07-01 00:00:00,1996,Bulker,Wood-Chip Carrier ,9444,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Ryu Yoh,8921444,Panama ,,,Mitsui O.S.K. Lines Limited (MOL) ,Cygnet Bulk Carriers S.A. ,"Alang, India",2013-12-06 00:00:00,1991,Bulker,Wood-Chip Carrier ,9210,
Japan,Nippon Yusen Kaisha (NYK),Shourong,9003615,Panama ,,,Nippon Yusen Kaisha (NYK),Clicquot Shipholding S.A. ,"Alang, India",2013-07-21 00:00:00,1992,Bulker,Ore Carrier,36161,
Japan,Nippon Yusen Kaisha (NYK) ,Elleair Taio,8507224,Panama ,,,Hachiuma Steamship Company Limited ,Pegasus Shipholding S.A. ,"Aliaga, Turkey",2013-01-15 00:00:00,1986,Bulker,Wood-Chip Carrier ,,
Japan,Nippon Yusen Kaisha (NYK) ,Global Nature,9157325,Panama ,,,NYK Shipmanagement Japan Company Limited ,Global Prince Shipping S.A. ,"Aliaga, Turkey",2013-02-13 00:00:00,1998,Bulker,Wood-Chip Carrier ,,
Japan,Goldex Fortune Ltd,Asphodel,8316467,Liberia,,,Goldex Fortune Ltd,Goldex Fortune Ltd,"Chittagong, Bangladesh",2013-03-13 00:00:00,1985,Bulker,,,
Japan,Mitsui O.S.K. Lines Limited (MOL) ,Rubin,9064114,Comoros,Panama,2013-01-25 00:00:00,Oriental Shipping Company Limited ,Oriental Shipping Company Limited ,"Chittagong, Bangladesh",2013-03-02 00:00:00,1994,Bulker,,19450,
Japan,Kawasaki Kisen Kaisha Limited ('K' Line),Tropical Searoad,8818790,Panama ,,,Escobal Japan Limited ,Tropical Line S.A. ,"Jiangmen, China ",2013-07-09 00:00:00,1989,Bulker,Wood-Chip Carrier ,,
Japan,Inui Steamship Company Limited,Yahagi Maru,8920074,Japan ,,,Inui Steamship Company Limited,Inui S.S. Company Limited & Mitsui O.S.K. Lines Limited ,"Jiangyin, China",2013-02-14 00:00:00,1992,Bulker,,,
